Country,Market Year,Calendar Year,Month,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Industrial Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,SME,Total Distribution,Total Dom. Cons.,Total Supply
WORLD,2014,2024,1,903.0,3614.0,5880.0,39.0,5976.0,67562.0,970.0,0.577,38092.0,0.0,766.0,475.0,6068.0,413.0,37.0,6008.0,38985.0,27102.458,45896.0,38858.0,45896.0
WORLD,2015,2024,1,970.0,3651.0,5863.0,53.0,5689.0,67139.0,1151.0,0.5791,37949.0,0.0,763.0,374.0,5695.0,444.0,73.0,5706.0,38882.0,27000.7135,45558.0,38712.0,45558.0
WORLD,2016,2024,1,1330.0,3400.0,5983.0,46.0,5853.0,67935.0,1402.0,0.5756,38191.0,0.0,771.0,215.0,6255.0,429.0,50.0,6187.0,39102.0,27172.8965,46619.0,38962.0,46619.0
WORLD,2017,2024,1,1402.0,3224.0,6845.0,29.0,6554.0,68915.0,1481.0,0.5758,38658.0,0.0,778.0,227.0,6675.0,438.0,30.0,6509.0,39681.0,27505.167,47592.0,39436.0,47592.0
WORLD,2018,2024,1,1481.0,3223.0,7291.0,11.0,7120.0,68673.0,1247.0,0.576,38966.0,0.0,783.0,494.0,7217.0,484.0,13.0,7173.0,39559.0,27724.309,48213.0,39749.0,48213.0
WORLD,2019,2024,1,1247.0,3357.0,8011.0,15.0,7973.0,69029.0,1410.0,0.5767,39151.0,0.0,783.0,449.0,7722.0,509.0,12.0,8007.0,39812.0,27855.9365,49066.0,39934.0,49066.0
WORLD,2020,2024,1,1410.0,3410.0,7810.0,10.0,8052.0,71913.0,1221.0,0.5774,41070.0,0.0,785.0,467.0,8225.0,510.0,16.0,8370.0,41521.0,29221.305,51301.0,41855.0,51301.0
WORLD,2021,2024,1,1221.0,2931.0,7958.0,12.0,7783.0,72233.0,1495.0,0.5835,41117.0,0.0,780.0,472.0,7647.0,537.0,12.0,7669.0,42149.0,29254.7455,51039.0,41897.0,51039.0
WORLD,2022,2024,1,1495.0,3500.0,8456.0,16.0,8220.0,80568.0,1237.0,0.5836,46281.0,0.0,760.0,705.0,9565.0,520.0,2.0,9327.0,47021.0,32928.9315,57843.0,47041.0,57843.0
WORLD,2023,2024,1,1237.0,3500.0,8672.0,16.0,8483.0,82123.0,1508.0,0.5818,46464.0,0.0,770.0,800.0,9302.0,519.0,5.0,9031.0,47776.0,33059.136,58044.0,47234.0,58044.0
