Country,Market Year,Calendar Year,Month,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Industrial Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,SME,Total Distribution,Total Dom. Cons.,Total Supply
WORLD,2014,2024,1,11684.0,323.0,64435.0,11348.0,60798.0,265289.0,15003.0,0.7866,200364.0,431.0,1272.0,23462.0,64638.0,171.0,11333.0,61339.0,208685.0,200364.0,281708.0,202067.0,281708.0
WORLD,2015,2024,1,15003.0,364.0,66075.0,10372.0,61699.0,275835.0,14946.0,0.7845,212209.0,457.0,1292.0,22766.0,65851.0,177.0,10575.0,63346.0,216406.0,212209.0,294755.0,213958.0,294755.0
WORLD,2016,2024,1,15114.0,379.0,65113.0,10716.0,62534.0,288473.0,15429.0,0.7847,220660.0,495.0,1317.0,22154.0,65405.0,622.0,10578.0,61834.0,226358.0,220660.0,303306.0,222472.0,303306.0
WORLD,2017,2024,1,15429.0,510.0,66614.0,12746.0,61687.0,295665.0,16977.0,0.7875,227330.0,510.0,1342.0,20522.0,65795.0,657.0,12680.0,63693.0,232832.0,227330.0,311954.0,229182.0,311954.0
WORLD,2018,2024,1,16977.0,601.0,69263.0,11798.0,67284.0,299199.0,16620.0,0.7832,228943.0,581.0,1336.0,19641.0,68052.0,650.0,12101.0,64226.0,234329.0,228943.0,315532.0,230860.0,315532.0
WORLD,2019,2024,1,16620.0,687.0,65293.0,12420.0,63570.0,312661.0,17004.0,0.7855,238553.0,671.0,1377.0,20938.0,67942.0,819.0,11999.0,63323.0,245604.0,238553.0,325547.0,240601.0,325547.0
WORLD,2020,2024,1,17004.0,482.0,70482.0,12057.0,65657.0,316039.0,16556.0,0.7858,242617.0,741.0,1367.0,19866.0,69434.0,712.0,12206.0,65360.0,248351.0,242617.0,330715.0,244725.0,330715.0
WORLD,2021,2024,1,16556.0,509.0,68054.0,12125.0,65961.0,314506.0,16839.0,0.7846,242674.0,796.0,1322.0,19658.0,68830.0,784.0,11849.0,67153.0,246752.0,242674.0,330461.0,244792.0,330461.0
WORLD,2022,2024,1,16839.0,486.0,65526.0,11902.0,61851.0,313915.0,13695.0,0.7863,243736.0,821.0,1362.0,17817.0,66960.0,723.0,11402.0,62916.0,246819.0,243736.0,326574.0,245919.0,326574.0
WORLD,2023,2024,1,13695.0,466.0,67786.0,13005.0,68210.0,329399.0,15416.0,0.785,251510.0,852.0,1370.0,19256.0,69836.0,818.0,12985.0,66697.0,258592.0,251510.0,338984.0,253732.0,338984.0
