Country,Market Year,Calendar Year,Month,Area Harvested,Area Planted,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Ending Stocks,Feed Waste Dom. Cons.,Food Use Dom. Cons.,Industrial Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,Total Distribution,Total Dom. Cons.,Total Supply,Trees,Yield
Rwanda,2018,2021,4,0.0,0.0,7.0,0.0,0.0,0.0,20.0,11.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,33.0,22.0,33.0,0.0,0.0
Rwanda,2019,2022,12,0.0,0.0,11.0,0.0,0.0,0.0,11.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,22.0,20.0,22.0,0.0,0.0
Rwanda,2020,2022,12,0.0,0.0,2.0,0.0,0.0,0.0,14.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,13.0,12.0,13.0,0.0,0.0
Rwanda,2021,2023,5,0.0,0.0,1.0,0.0,0.0,0.0,14.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,25.0,20.0,25.0,0.0,0.0
Rwanda,2022,2023,5,0.0,0.0,5.0,0.0,0.0,0.0,24.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,30.0,25.0,30.0,0.0,0.0
Rwanda,2023,2024,1,0.0,0.0,5.0,0.0,0.0,0.0,30.0,8.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,35.0,27.0,35.0,0.0,0.0
Saudi Arabia,2014,2021,4,0.0,0.0,42.0,0.0,0.0,0.0,416.0,47.0,0.0,425.0,55.0,0.0,13.0,0.0,0.0,498.0,0.0,540.0,480.0,540.0,0.0,0.0
Saudi Arabia,2015,2021,4,0.0,0.0,47.0,0.0,0.0,0.0,502.0,41.0,0.0,450.0,60.0,0.0,17.0,0.0,0.0,521.0,0.0,568.0,510.0,568.0,0.0,0.0
Saudi Arabia,2016,2022,4,0.0,0.0,41.0,0.0,13.0,0.0,522.0,49.0,0.0,300.0,60.0,0.0,14.0,0.0,0.0,382.0,0.0,423.0,360.0,423.0,0.0,0.0
Saudi Arabia,2017,2022,4,0.0,0.0,49.0,0.0,10.0,0.0,334.0,70.0,0.0,375.0,60.0,0.0,11.0,0.0,0.0,467.0,0.0,516.0,435.0,516.0,0.0,0.0
Saudi Arabia,2018,2022,4,0.0,0.0,70.0,0.0,11.0,0.0,463.0,34.0,0.0,275.0,60.0,0.0,11.0,0.0,0.0,310.0,0.0,380.0,335.0,380.0,0.0,0.0
Saudi Arabia,2019,2022,4,0.0,0.0,34.0,0.0,18.0,0.0,314.0,36.0,0.0,285.0,60.0,0.0,18.0,0.0,0.0,365.0,0.0,399.0,345.0,399.0,0.0,0.0
Saudi Arabia,2020,2022,4,0.0,0.0,36.0,0.0,48.0,0.0,486.0,37.0,0.0,315.0,80.0,0.0,35.0,0.0,0.0,431.0,0.0,467.0,395.0,467.0,0.0,0.0
Saudi Arabia,2021,2023,1,0.0,0.0,37.0,0.0,48.0,0.0,380.0,75.0,0.0,375.0,125.0,0.0,72.0,0.0,0.0,610.0,0.0,647.0,500.0,647.0,0.0,0.0
Saudi Arabia,2022,2023,8,0.0,0.0,75.0,0.0,68.0,0.0,660.0,60.0,0.0,375.0,125.0,0.0,50.0,0.0,0.0,535.0,0.0,610.0,500.0,610.0,0.0,0.0
Saudi Arabia,2023,2024,1,0.0,0.0,60.0,0.0,25.0,0.0,500.0,65.0,0.0,385.0,130.0,0.0,30.0,0.0,0.0,550.0,0.0,610.0,515.0,610.0,0.0,0.0
South Africa,2014,2016,4,0.0,0.0,8.0,0.0,10.0,0.0,417.0,5.0,0.0,410.0,0.0,0.0,10.0,0.0,0.0,417.0,0.0,425.0,410.0,425.0,0.0,0.0
South Africa,2015,2017,5,0.0,0.0,5.0,0.0,17.0,0.0,455.0,18.0,0.0,425.0,0.0,0.0,17.0,0.0,0.0,455.0,0.0,460.0,425.0,460.0,0.0,0.0
South Africa,2016,2019,2,0.0,0.0,18.0,0.0,17.0,0.0,469.0,20.0,0.0,450.0,0.0,0.0,17.0,0.0,0.0,469.0,0.0,487.0,450.0,487.0,0.0,0.0
South Africa,2017,2019,2,0.0,0.0,20.0,0.0,15.0,0.0,473.0,13.0,0.0,465.0,0.0,0.0,15.0,0.0,0.0,473.0,0.0,493.0,465.0,493.0,0.0,0.0
South Africa,2018,2023,6,0.0,0.0,13.0,0.0,16.0,0.0,500.0,22.0,0.0,475.0,0.0,0.0,16.0,0.0,0.0,500.0,0.0,513.0,475.0,513.0,0.0,0.0
South Africa,2019,2023,7,0.0,0.0,22.0,0.0,21.0,0.0,491.0,22.0,0.0,470.0,0.0,0.0,21.0,0.0,0.0,491.0,0.0,513.0,470.0,513.0,0.0,0.0
South Africa,2020,2023,7,0.0,0.0,22.0,0.0,19.0,0.0,477.0,15.0,0.0,465.0,0.0,0.0,19.0,0.0,0.0,477.0,0.0,499.0,465.0,499.0,0.0,0.0
South Africa,2021,2023,7,0.0,0.0,15.0,0.0,13.0,0.0,515.0,22.0,0.0,495.0,0.0,0.0,13.0,0.0,0.0,515.0,0.0,530.0,495.0,530.0,0.0,0.0
South Africa,2022,2023,7,0.0,0.0,22.0,0.0,20.0,0.0,525.0,17.0,0.0,510.0,0.0,0.0,20.0,0.0,0.0,525.0,0.0,547.0,510.0,547.0,0.0,0.0
South Africa,2023,2024,1,0.0,0.0,17.0,0.0,20.0,0.0,530.0,17.0,0.0,515.0,0.0,0.0,20.0,0.0,0.0,535.0,0.0,552.0,515.0,552.0,0.0,0.0
Senegal,2014,2018,7,5.0,5.0,16.0,0.0,0.0,0.0,85.0,6.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,90.0,14.0,120.0,114.0,120.0,0.0,2.8
Senegal,2015,2018,7,5.0,5.0,6.0,0.0,0.0,0.0,123.0,24.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,126.0,14.0,146.0,122.0,146.0,0.0,2.8
Senegal,2016,2018,7,5.0,5.0,24.0,0.0,0.0,0.0,180.0,37.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,149.0,14.0,187.0,150.0,187.0,0.0,2.8
Senegal,2017,2021,4,5.0,5.0,37.0,0.0,0.0,0.0,122.0,40.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,149.0,14.0,200.0,160.0,200.0,0.0,2.8
Senegal,2018,2021,4,5.0,5.0,40.0,0.0,0.0,0.0,148.0,28.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,139.0,14.0,193.0,165.0,193.0,0.0,2.8
Senegal,2019,2022,7,5.0,5.0,28.0,0.0,0.0,0.0,178.0,50.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,178.0,14.0,220.0,170.0,220.0,0.0,2.8
Senegal,2020,2022,12,5.0,5.0,50.0,0.0,0.0,0.0,147.0,29.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,130.0,14.0,194.0,165.0,194.0,0.0,2.8
Senegal,2021,2022,12,5.0,5.0,29.0,0.0,0.0,0.0,170.0,18.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,145.0,14.0,188.0,170.0,188.0,0.0,2.8
Senegal,2022,2023,5,5.0,5.0,18.0,0.0,0.0,0.0,170.0,27.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,170.0,14.0,202.0,175.0,202.0,0.0,2.8
Senegal,2023,2024,1,5.0,5.0,27.0,0.0,0.0,0.0,175.0,36.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,175.0,14.0,216.0,180.0,216.0,0.0,2.8
Sierra Leone,2014,2021,2,29.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,26.0,61.0,87.0,87.0,87.0,0.0,2.1034
Sierra Leone,2015,2021,2,30.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,26.0,62.0,88.0,88.0,88.0,0.0,2.0667
Sierra Leone,2016,2021,2,30.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,27.0,65.0,92.0,92.0,92.0,0.0,2.1667
Sierra Leone,2017,2021,2,32.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,31.0,69.0,100.0,100.0,100.0,0.0,2.1563
Sierra Leone,2018,2021,4,33.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,23.0,71.0,94.0,94.0,94.0,0.0,2.1515
Sierra Leone,2019,2023,4,34.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,9.0,73.0,82.0,82.0,82.0,0.0,2.1471
Sierra Leone,2020,2023,4,35.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,4.0,75.0,79.0,79.0,79.0,0.0,2.1429
Sierra Leone,2021,2023,5,35.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,4.0,75.0,79.0,79.0,79.0,0.0,2.1429
Sierra Leone,2022,2023,5,35.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,5.0,75.0,80.0,80.0,80.0,0.0,2.1429
Sierra Leone,2023,2024,1,35.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,10.0,75.0,85.0,85.0,85.0,0.0,2.1429
Singapore,2014,2020,1,0.0,0.0,84.0,0.0,52.0,0.0,398.0,46.0,0.0,70.0,300.0,0.0,60.0,0.0,0.0,392.0,0.0,476.0,370.0,476.0,0.0,0.0
Singapore,2015,2020,1,0.0,0.0,46.0,0.0,38.0,0.0,303.0,15.0,0.0,55.0,240.0,0.0,36.0,0.0,0.0,300.0,0.0,346.0,295.0,346.0,0.0,0.0
Singapore,2016,2020,1,0.0,0.0,15.0,0.0,46.0,0.0,252.0,11.0,0.0,50.0,216.0,0.0,50.0,0.0,0.0,312.0,0.0,327.0,266.0,327.0,0.0,0.0
Singapore,2017,2022,3,0.0,0.0,11.0,0.0,40.0,0.0,250.0,10.0,0.0,50.0,165.0,0.0,39.0,0.0,0.0,253.0,0.0,264.0,215.0,264.0,0.0,0.0
Singapore,2018,2022,3,0.0,0.0,10.0,0.0,35.0,0.0,265.0,37.0,0.0,50.0,150.0,0.0,35.0,0.0,0.0,262.0,0.0,272.0,200.0,272.0,0.0,0.0
Singapore,2019,2022,3,0.0,0.0,37.0,0.0,40.0,0.0,275.0,26.0,0.0,50.0,120.0,0.0,32.0,0.0,0.0,191.0,0.0,228.0,170.0,228.0,0.0,0.0
Singapore,2020,2022,4,0.0,0.0,26.0,0.0,65.0,0.0,166.0,5.0,0.0,50.0,70.0,0.0,70.0,0.0,0.0,169.0,0.0,195.0,120.0,195.0,0.0,0.0
Singapore,2021,2023,4,0.0,0.0,5.0,0.0,65.0,0.0,166.0,16.0,0.0,45.0,48.0,0.0,64.0,0.0,0.0,168.0,0.0,173.0,93.0,173.0,0.0,0.0
Singapore,2022,2023,9,0.0,0.0,16.0,0.0,70.0,0.0,180.0,6.0,0.0,50.0,65.0,0.0,80.0,0.0,0.0,185.0,0.0,201.0,115.0,201.0,0.0,0.0
Singapore,2023,2024,1,0.0,0.0,6.0,0.0,70.0,0.0,200.0,21.0,0.0,50.0,55.0,0.0,80.0,0.0,0.0,200.0,0.0,206.0,105.0,206.0,0.0,0.0
Sudan,2014,2019,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,16.0,16.0,0.0,0.0
Sudan,2015,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,26.0,26.0,0.0,0.0
Sudan,2016,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,15.0,15.0,0.0,0.0
Sudan,2017,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,52.0,52.0,52.0,0.0,0.0
Sudan,2018,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,106.0,106.0,106.0,0.0,0.0
Sudan,2019,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,97.0,97.0,97.0,0.0,0.0
Sudan,2020,2023,5,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,114.0,114.0,114.0,0.0,0.0
Sudan,2021,2023,6,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,75.0,75.0,75.0,0.0,0.0
Sudan,2022,2023,9,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,95.0,95.0,95.0,0.0,0.0
Sudan,2023,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,110.0,110.0,110.0,0.0,0.0
Switzerland,2014,2017,5,0.0,0.0,11.0,0.0,0.0,0.0,28.0,3.0,0.0,36.0,0.0,0.0,0.0,15.0,0.0,28.0,0.0,39.0,36.0,39.0,0.0,0.0
Switzerland,2015,2017,5,0.0,0.0,3.0,0.0,0.0,0.0,28.0,0.0,0.0,31.0,0.0,0.0,0.0,15.0,0.0,28.0,0.0,31.0,31.0,31.0,0.0,0.0
Switzerland,2016,2020,12,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,28.0,0.0,0.0,1.0,15.0,0.0,29.0,0.0,29.0,28.0,29.0,0.0,0.0
Switzerland,2017,2019,2,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,15.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0
Switzerland,2018,2020,3,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,0.0,21.0,0.0,21.0,21.0,21.0,0.0,0.0
Switzerland,2019,2021,1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,19.0,19.0,0.0,0.0
Switzerland,2020,2022,4,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,16.0,16.0,0.0,0.0
Switzerland,2021,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,12.0,12.0,0.0,0.0
Switzerland,2022,2023,11,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,12.0,12.0,0.0,0.0
Switzerland,2023,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,12.0,12.0,0.0,0.0
United Arab Emirates,2014,2017,5,0.0,0.0,9.0,0.0,250.0,0.0,344.0,22.0,0.0,110.0,0.0,0.0,250.0,0.0,0.0,373.0,0.0,382.0,110.0,382.0,0.0,0.0
United Arab Emirates,2015,2021,6,0.0,0.0,22.0,0.0,230.0,0.0,316.0,8.0,0.0,110.0,0.0,0.0,210.0,0.0,0.0,306.0,0.0,328.0,110.0,328.0,0.0,0.0
United Arab Emirates,2016,2021,6,0.0,0.0,8.0,0.0,250.0,0.0,378.0,39.0,0.0,125.0,0.0,0.0,270.0,0.0,0.0,426.0,0.0,434.0,125.0,434.0,0.0,0.0
United Arab Emirates,2017,2021,6,0.0,0.0,39.0,0.0,180.0,0.0,350.0,62.0,0.0,145.0,0.0,0.0,180.0,0.0,0.0,348.0,0.0,387.0,145.0,387.0,0.0,0.0
United Arab Emirates,2018,2021,6,0.0,0.0,62.0,0.0,170.0,0.0,335.0,78.0,0.0,155.0,0.0,0.0,170.0,0.0,0.0,341.0,0.0,403.0,155.0,403.0,0.0,0.0
United Arab Emirates,2019,2021,6,0.0,0.0,78.0,0.0,170.0,0.0,350.0,56.0,0.0,165.0,0.0,0.0,170.0,0.0,0.0,313.0,0.0,391.0,165.0,391.0,0.0,0.0
United Arab Emirates,2020,2022,4,0.0,0.0,56.0,0.0,170.0,0.0,400.0,77.0,0.0,170.0,0.0,0.0,200.0,0.0,0.0,391.0,0.0,447.0,170.0,447.0,0.0,0.0
United Arab Emirates,2021,2023,4,0.0,0.0,77.0,0.0,155.0,0.0,641.0,88.0,0.0,210.0,0.0,0.0,225.0,0.0,0.0,446.0,0.0,523.0,210.0,523.0,0.0,0.0
United Arab Emirates,2022,2023,9,0.0,0.0,88.0,0.0,140.0,0.0,400.0,88.0,0.0,225.0,0.0,0.0,190.0,0.0,0.0,415.0,0.0,503.0,225.0,503.0,0.0,0.0
United Arab Emirates,2023,2024,1,0.0,0.0,88.0,0.0,200.0,0.0,380.0,103.0,0.0,210.0,0.0,0.0,190.0,0.0,0.0,415.0,0.0,503.0,210.0,503.0,0.0,0.0
Thailand,2014,2021,7,710.0,0.0,168.0,0.0,51.0,0.0,75.0,335.0,39.0,1053.0,833.0,0.0,51.0,0.0,0.0,75.0,2068.0,2311.0,1925.0,2311.0,0.0,2.9127
Thailand,2015,2021,9,700.0,0.0,335.0,0.0,39.0,0.0,28.0,109.0,31.0,850.0,1138.0,0.0,39.0,0.0,0.0,28.0,1804.0,2167.0,2019.0,2167.0,0.0,2.5771
Thailand,2016,2021,9,798.0,0.0,109.0,0.0,314.0,0.0,16.0,176.0,35.0,900.0,1200.0,0.0,314.0,0.0,0.0,16.0,2500.0,2625.0,2135.0,2625.0,0.0,3.1328
Thailand,2017,2022,5,854.0,0.0,176.0,0.0,347.0,0.0,2.0,324.0,35.0,1050.0,1200.0,0.0,347.0,0.0,0.0,2.0,2778.0,2956.0,2285.0,2956.0,0.0,3.2529
Thailand,2018,2023,8,906.0,0.0,324.0,0.0,269.0,0.0,5.0,589.0,35.0,1070.0,1400.0,0.0,269.0,0.0,0.0,5.0,3034.0,3363.0,2505.0,3363.0,0.0,3.3488
Thailand,2019,2023,8,940.0,0.0,589.0,0.0,219.0,0.0,3.0,550.0,35.0,1090.0,1350.0,0.0,219.0,0.0,0.0,3.0,2652.0,3244.0,2475.0,3244.0,0.0,2.8213
Thailand,2020,2023,8,975.0,0.0,550.0,0.0,624.0,0.0,0.0,404.0,35.0,1100.0,1350.0,0.0,624.0,0.0,0.0,0.0,2963.0,3513.0,2485.0,3513.0,0.0,3.039
Thailand,2021,2023,8,984.0,0.0,404.0,0.0,971.0,0.0,2.0,476.0,35.0,1150.0,1150.0,0.0,971.0,0.0,0.0,2.0,3376.0,3782.0,2335.0,3782.0,0.0,3.4309
Thailand,2022,2023,9,992.0,0.0,476.0,0.0,900.0,0.0,2.0,308.0,35.0,1350.0,1300.0,0.0,900.0,0.0,0.0,2.0,3415.0,3893.0,2685.0,3893.0,0.0,3.4425
Thailand,2023,2024,1,1000.0,0.0,308.0,0.0,700.0,0.0,2.0,420.0,35.0,1330.0,1400.0,0.0,575.0,0.0,0.0,2.0,3450.0,3760.0,2765.0,3760.0,0.0,3.45
Togo,2014,2019,2,17.0,0.0,58.0,0.0,5.0,0.0,171.0,33.0,0.0,200.0,0.0,0.0,5.0,0.0,0.0,171.0,9.0,238.0,200.0,238.0,0.0,0.5294
Togo,2015,2019,2,17.0,0.0,33.0,0.0,8.0,0.0,116.0,10.0,0.0,140.0,0.0,0.0,8.0,0.0,0.0,116.0,9.0,158.0,140.0,158.0,0.0,0.5294
Togo,2016,2022,7,18.0,0.0,10.0,0.0,18.0,0.0,217.0,21.0,0.0,200.0,0.0,0.0,18.0,0.0,0.0,220.0,9.0,239.0,200.0,239.0,0.0,0.5
Togo,2017,2022,7,18.0,0.0,21.0,0.0,20.0,0.0,319.0,51.0,0.0,270.0,0.0,0.0,20.0,0.0,0.0,311.0,9.0,341.0,270.0,341.0,0.0,0.5
Togo,2018,2022,7,18.0,0.0,51.0,0.0,20.0,0.0,266.0,31.0,0.0,275.0,0.0,0.0,20.0,0.0,0.0,266.0,9.0,326.0,275.0,326.0,0.0,0.5
Togo,2019,2022,7,19.0,0.0,31.0,0.0,20.0,0.0,270.0,36.0,0.0,275.0,0.0,0.0,20.0,0.0,0.0,291.0,9.0,331.0,275.0,331.0,0.0,0.4737
Togo,2020,2023,5,19.0,0.0,36.0,0.0,11.0,0.0,306.0,55.0,0.0,285.0,0.0,0.0,11.0,0.0,0.0,306.0,9.0,351.0,285.0,351.0,0.0,0.4737
Togo,2021,2023,5,19.0,0.0,55.0,0.0,20.0,0.0,275.0,49.0,0.0,285.0,0.0,0.0,10.0,0.0,0.0,280.0,9.0,344.0,285.0,344.0,0.0,0.4737
Togo,2022,2023,5,19.0,0.0,49.0,0.0,20.0,0.0,300.0,48.0,0.0,290.0,0.0,0.0,20.0,0.0,0.0,300.0,9.0,358.0,290.0,358.0,0.0,0.4737
Togo,2023,2024,1,19.0,0.0,48.0,0.0,20.0,0.0,300.0,47.0,0.0,300.0,0.0,0.0,20.0,0.0,0.0,310.0,9.0,367.0,300.0,367.0,0.0,0.4737
Tunisia,2014,2019,2,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,77.0,77.0,0.0,0.0
Tunisia,2015,2021,12,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,40.0,42.0,0.0,0.0
Tunisia,2016,2021,12,0.0,0.0,2.0,0.0,0.0,0.0,53.0,5.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,55.0,50.0,55.0,0.0,0.0
Tunisia,2017,2021,12,0.0,0.0,5.0,0.0,0.0,0.0,50.0,7.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,57.0,50.0,57.0,0.0,0.0
Tunisia,2018,2021,12,0.0,0.0,7.0,0.0,0.0,0.0,52.0,9.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,64.0,55.0,64.0,0.0,0.0
Tunisia,2019,2021,12,0.0,0.0,9.0,0.0,0.0,0.0,52.0,27.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,82.0,55.0,82.0,0.0,0.0
Tunisia,2020,2022,4,0.0,0.0,27.0,0.0,0.0,0.0,62.0,8.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,73.0,65.0,73.0,0.0,0.0
Tunisia,2021,2023,4,0.0,0.0,8.0,0.0,0.0,0.0,88.0,12.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,87.0,75.0,87.0,0.0,0.0
Tunisia,2022,2023,5,0.0,0.0,12.0,0.0,0.0,0.0,56.0,7.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,87.0,80.0,87.0,0.0,0.0
Tunisia,2023,2024,1,0.0,0.0,7.0,0.0,0.0,0.0,80.0,7.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,82.0,75.0,82.0,0.0,0.0
Turkey,2014,2020,11,0.0,0.0,133.0,0.0,1.0,0.0,617.0,250.0,0.0,400.0,130.0,0.0,19.0,0.0,0.0,666.0,0.0,799.0,530.0,799.0,0.0,0.0
Turkey,2015,2020,11,0.0,0.0,250.0,0.0,2.0,0.0,602.0,230.0,0.0,520.0,125.0,0.0,5.0,0.0,0.0,630.0,0.0,880.0,645.0,880.0,0.0,0.0
Turkey,2016,2022,4,0.0,0.0,230.0,0.0,4.0,0.0,623.0,185.0,0.0,560.0,120.0,0.0,4.0,0.0,0.0,639.0,0.0,869.0,680.0,869.0,0.0,0.0
Turkey,2017,2022,4,0.0,0.0,185.0,0.0,4.0,0.0,656.0,160.0,0.0,560.0,120.0,0.0,3.0,0.0,0.0,658.0,0.0,843.0,680.0,843.0,0.0,0.0
Turkey,2018,2022,4,0.0,0.0,160.0,0.0,91.0,0.0,720.0,98.0,0.0,565.0,100.0,0.0,85.0,0.0,0.0,688.0,0.0,848.0,665.0,848.0,0.0,0.0
Turkey,2019,2022,4,0.0,0.0,98.0,0.0,180.0,0.0,805.0,90.0,0.0,560.0,100.0,0.0,170.0,0.0,0.0,822.0,0.0,920.0,660.0,920.0,0.0,0.0
Turkey,2020,2022,8,0.0,0.0,90.0,0.0,197.0,0.0,836.0,65.0,0.0,515.0,100.0,0.0,206.0,0.0,0.0,796.0,0.0,886.0,615.0,886.0,0.0,0.0
Turkey,2021,2023,4,0.0,0.0,65.0,0.0,150.0,0.0,1016.0,172.0,0.0,560.0,100.0,0.0,202.0,0.0,0.0,969.0,0.0,1034.0,660.0,1034.0,0.0,0.0
Turkey,2022,2023,10,0.0,0.0,172.0,0.0,150.0,0.0,800.0,152.0,0.0,560.0,120.0,0.0,175.0,0.0,0.0,835.0,0.0,1007.0,680.0,1007.0,0.0,0.0
Turkey,2023,2024,1,0.0,0.0,152.0,0.0,180.0,0.0,900.0,117.0,0.0,575.0,110.0,0.0,200.0,0.0,0.0,850.0,0.0,1002.0,685.0,1002.0,0.0,0.0
Taiwan,2014,2015,4,0.0,0.0,10.0,0.0,0.0,0.0,210.0,5.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,220.0,215.0,220.0,0.0,0.0
Taiwan,2015,2017,5,0.0,0.0,5.0,0.0,0.0,0.0,212.0,5.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,217.0,212.0,217.0,0.0,0.0
Taiwan,2016,2018,4,0.0,0.0,5.0,0.0,0.0,0.0,216.0,5.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,221.0,216.0,221.0,0.0,0.0
Taiwan,2017,2019,4,0.0,0.0,5.0,0.0,0.0,0.0,233.0,5.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,238.0,233.0,238.0,0.0,0.0
Taiwan,2018,2020,3,0.0,0.0,5.0,0.0,0.0,0.0,245.0,5.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,230.0,225.0,230.0,0.0,0.0
Taiwan,2019,2021,4,0.0,0.0,5.0,0.0,0.0,0.0,250.0,5.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,232.0,227.0,232.0,0.0,0.0
Taiwan,2020,2022,4,0.0,0.0,5.0,0.0,0.0,0.0,217.0,5.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,222.0,217.0,222.0,0.0,0.0
Taiwan,2021,2023,4,0.0,0.0,5.0,0.0,0.0,0.0,230.0,10.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,235.0,225.0,235.0,0.0,0.0
