Country,Market Year,Calendar Year,Month,Area Harvested,Area Planted,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,Feed Waste Dom. Cons.,Food Use Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,Total Distribution,Total Dom. Cons.,Total Supply,Yield
WORLD,2014,2024,1,25987.0,16595.0,3960.0,27.0,3282.0,418.0,2549.0,16533.0,4211.0,4735.0,19354.0,701.0,3419.0,7.0,410.0,2516.0,41776.0,48252.0,40622.0,48252.0,1.6076
WORLD,2015,2024,1,25369.0,16720.0,4211.0,24.0,3868.0,407.0,3234.0,16653.0,3316.0,5269.0,19892.0,762.0,3633.0,7.0,412.0,3291.0,41261.0,48763.0,41814.0,48763.0,1.6264
WORLD,2016,2024,1,27779.0,18061.0,3320.0,31.0,3800.0,573.0,3245.0,17520.0,4275.0,6232.0,20424.0,891.0,3927.0,36.0,556.0,3180.0,45878.0,52378.0,44176.0,52378.0,1.6515
WORLD,2017,2024,1,27753.0,17534.0,4275.0,30.0,3526.0,582.0,3008.0,18037.0,5167.0,6564.0,20972.0,712.0,3524.0,46.0,585.0,3064.0,46925.0,54264.0,45573.0,54264.0,1.6908
WORLD,2018,2024,1,28415.0,17360.0,5167.0,42.0,4161.0,607.0,3625.0,18043.0,5078.0,6970.0,21382.0,806.0,3888.0,68.0,610.0,3518.0,46676.0,55361.0,46395.0,55361.0,1.6427
WORLD,2019,2024,1,27975.0,17196.0,5078.0,45.0,4842.0,811.0,4415.0,19099.0,4705.0,6500.0,21877.0,863.0,5014.0,44.0,769.0,4370.0,47747.0,57195.0,47476.0,57195.0,1.7068
WORLD,2020,2024,1,29739.0,18786.0,4705.0,39.0,4777.0,662.0,4218.0,19684.0,5068.0,7173.0,22533.0,806.0,5059.0,30.0,702.0,4325.0,50487.0,59517.0,49390.0,59517.0,1.6977
WORLD,2021,2024,1,30698.0,18665.0,5068.0,38.0,4483.0,698.0,4143.0,19825.0,5113.0,8621.0,23101.0,827.0,4424.0,33.0,711.0,4049.0,51967.0,61084.0,51547.0,61084.0,1.6928
WORLD,2022,2024,1,28893.0,18899.0,5113.0,35.0,4547.0,698.0,4083.0,19319.0,4528.0,6784.0,23372.0,797.0,4660.0,28.0,671.0,4167.0,49383.0,58663.0,49475.0,58663.0,1.7092
WORLD,2023,2024,1,29503.0,18673.0,4528.0,36.0,4890.0,718.0,4291.0,19480.0,4388.0,6837.0,23859.0,874.0,4848.0,28.0,703.0,4425.0,50459.0,59412.0,50176.0,59412.0,1.7103
