Country,Market Year,Calendar Year,Month,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Industrial Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,Total Distribution,Total Dom. Cons.,Total Supply
Sri Lanka,2019,2023,3,28.0,0.0,20.0,0.0,77.0,66.0,20.0,0.6364,0.0,74.0,33.0,0.0,20.0,0.0,0.0,77.0,42.0,147.0,107.0,147.0
Sri Lanka,2020,2023,3,20.0,0.0,19.0,0.0,99.0,71.0,35.0,0.6338,0.0,80.0,30.0,0.0,19.0,0.0,0.0,99.0,45.0,164.0,110.0,164.0
Sri Lanka,2021,2023,3,35.0,0.0,16.0,0.0,1.0,104.0,13.0,0.6346,0.0,50.0,30.0,0.0,20.0,0.0,0.0,12.0,66.0,113.0,80.0,113.0
Sri Lanka,2022,2023,4,13.0,0.0,16.0,0.0,90.0,69.0,15.0,0.6377,0.0,72.0,30.0,0.0,20.0,0.0,0.0,80.0,44.0,137.0,102.0,137.0
Sri Lanka,2023,2024,1,15.0,0.0,15.0,0.0,60.0,69.0,11.0,0.6377,0.0,58.0,30.0,0.0,15.0,0.0,0.0,55.0,44.0,114.0,88.0,114.0
China,2014,2023,5,0.0,0.0,0.0,5.0,145.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,136.0,136.0,136.0
China,2015,2023,5,0.0,0.0,0.0,3.0,134.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,136.0,136.0,136.0
China,2016,2023,5,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,133.0,133.0,133.0
China,2017,2023,5,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,140.0,140.0,140.0
China,2018,2023,5,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,177.0,177.0,177.0
China,2019,2023,5,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,148.0,148.0,148.0
China,2020,2023,5,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,172.0,172.0,172.0
China,2021,2023,5,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,221.0,221.0,221.0
China,2022,2023,11,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,185.0,185.0,185.0
China,2023,2024,1,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,220.0,220.0,220.0
European Union,2014,2018,4,31.0,0.0,8.0,0.0,620.0,0.0,53.0,0.0,10.0,340.0,240.0,0.0,8.0,0.0,0.0,620.0,0.0,651.0,590.0,651.0
European Union,2015,2018,11,53.0,0.0,12.0,0.0,520.0,0.0,56.0,0.0,5.0,300.0,200.0,0.0,12.0,0.0,0.0,520.0,0.0,573.0,505.0,573.0
European Union,2016,2022,4,54.0,0.0,15.0,0.0,504.0,0.0,42.0,0.0,5.0,270.0,200.0,0.0,41.0,0.0,0.0,504.0,0.0,558.0,475.0,558.0
European Union,2017,2022,4,42.0,0.0,13.0,0.0,640.0,0.0,50.0,0.0,5.0,330.0,260.0,0.0,37.0,0.0,0.0,640.0,0.0,682.0,595.0,682.0
European Union,2018,2022,11,50.0,0.0,34.0,0.0,657.0,0.0,68.0,0.0,5.0,340.0,260.0,0.0,34.0,0.0,0.0,657.0,0.0,707.0,605.0,707.0
European Union,2019,2022,11,68.0,0.0,33.0,0.0,579.0,0.0,19.0,0.0,5.0,330.0,260.0,0.0,33.0,0.0,0.0,579.0,0.0,647.0,595.0,647.0
European Union,2020,2023,4,19.0,0.0,33.0,0.0,615.0,0.0,19.0,0.0,5.0,330.0,260.0,0.0,33.0,0.0,0.0,628.0,0.0,647.0,595.0,647.0
European Union,2021,2023,7,19.0,0.0,33.0,0.0,700.0,0.0,82.0,0.0,5.0,365.0,260.0,0.0,32.0,0.0,0.0,725.0,0.0,744.0,630.0,744.0
European Union,2022,2023,7,82.0,0.0,33.0,0.0,650.0,0.0,69.0,0.0,5.0,365.0,260.0,0.0,33.0,0.0,0.0,650.0,0.0,732.0,630.0,732.0
European Union,2023,2024,1,69.0,0.0,33.0,0.0,645.0,0.0,56.0,0.0,0.0,365.0,260.0,0.0,33.0,0.0,0.0,645.0,0.0,714.0,625.0,714.0
Ghana,2014,2015,4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0
Ghana,2015,2016,4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0
Ghana,2016,2017,4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0
Ghana,2017,2018,4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0
Ghana,2018,2019,4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0
Ghana,2019,2023,5,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.6,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,5.0,6.0
Ghana,2020,2021,4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0
Ghana,2021,2022,4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0
Ghana,2022,2023,4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0
Indonesia,2014,2017,5,53.0,0.0,759.0,0.0,0.0,1545.0,38.0,0.6343,0.0,100.0,120.0,150.0,775.0,0.0,0.0,0.0,980.0,1033.0,220.0,1033.0
Indonesia,2015,2017,5,38.0,0.0,602.0,0.0,7.0,1573.0,85.0,0.6325,0.0,110.0,215.0,150.0,625.0,0.0,0.0,2.0,995.0,1035.0,325.0,1035.0
Indonesia,2016,2022,4,85.0,0.0,510.0,0.0,9.0,1550.0,194.0,0.6323,0.0,114.0,250.0,150.0,517.0,0.0,0.0,10.0,980.0,1075.0,364.0,1075.0
Indonesia,2017,2022,4,194.0,0.0,675.0,0.0,14.0,1610.0,221.0,0.6323,0.0,117.0,250.0,150.0,640.0,0.0,0.0,16.0,1018.0,1228.0,367.0,1228.0
Indonesia,2018,2022,4,221.0,0.0,611.0,0.0,35.0,1540.0,240.0,0.6331,0.0,124.0,250.0,150.0,617.0,0.0,0.0,35.0,975.0,1231.0,374.0,1231.0
Indonesia,2019,2022,5,240.0,0.0,578.0,0.0,41.0,1482.0,221.0,0.6323,0.0,130.0,255.0,0.0,596.0,0.0,0.0,25.0,937.0,1202.0,385.0,1202.0
Indonesia,2020,2022,5,221.0,0.0,594.0,0.0,70.0,1622.0,286.0,0.6319,0.0,189.0,260.0,0.0,580.0,0.0,0.0,69.0,1025.0,1315.0,449.0,1315.0
Indonesia,2021,2022,11,286.0,0.0,600.0,0.0,15.0,1638.0,291.0,0.6319,0.0,135.0,284.0,0.0,685.0,0.0,0.0,74.0,1035.0,1395.0,419.0,1395.0
Indonesia,2022,2023,11,291.0,0.0,620.0,0.0,15.0,1625.0,207.0,0.6314,0.0,120.0,280.0,0.0,733.0,0.0,0.0,23.0,1026.0,1340.0,400.0,1340.0
Indonesia,2023,2024,1,207.0,0.0,660.0,0.0,15.0,1630.0,202.0,0.6319,0.0,120.0,280.0,0.0,650.0,0.0,0.0,15.0,1030.0,1252.0,400.0,1252.0
India,2014,2023,2,60.0,0.0,29.0,0.0,8.0,759.0,92.0,0.6324,0.0,250.0,200.0,0.0,8.0,0.0,0.0,10.0,480.0,550.0,450.0,550.0
India,2015,2023,2,92.0,0.0,12.0,0.0,1.0,680.0,60.0,0.6324,0.0,258.0,190.0,0.0,17.0,0.0,0.0,3.0,430.0,525.0,448.0,525.0
India,2016,2023,4,60.0,0.0,6.0,0.0,0.0,800.0,47.0,0.6313,0.0,300.0,195.0,0.0,23.0,0.0,0.0,0.0,505.0,565.0,495.0,565.0
India,2017,2023,4,47.0,0.0,8.0,0.0,1.0,950.0,87.0,0.6326,0.0,355.0,200.0,0.0,7.0,0.0,0.0,1.0,601.0,649.0,555.0,649.0
India,2018,2023,4,87.0,0.0,11.0,0.0,3.0,920.0,100.0,0.6326,0.0,365.0,200.0,0.0,7.0,0.0,0.0,3.0,582.0,672.0,565.0,672.0
India,2019,2023,4,100.0,0.0,14.0,0.0,1.0,920.0,112.0,0.6326,0.0,360.0,200.0,0.0,10.0,0.0,0.0,0.0,582.0,682.0,560.0,682.0
India,2020,2023,2,112.0,0.0,9.0,0.0,0.0,930.0,122.0,0.6333,0.0,370.0,195.0,0.0,14.0,0.0,0.0,0.0,589.0,701.0,565.0,701.0
India,2021,2023,2,122.0,0.0,9.0,0.0,1.0,900.0,119.0,0.6333,0.0,350.0,195.0,0.0,28.0,0.0,0.0,0.0,570.0,692.0,545.0,692.0
India,2022,2023,12,119.0,0.0,5.0,0.0,1.0,900.0,118.0,0.6333,0.0,360.0,195.0,0.0,16.0,0.0,0.0,0.0,570.0,689.0,555.0,689.0
India,2023,2024,1,118.0,0.0,12.0,0.0,0.0,900.0,108.0,0.6333,0.0,375.0,195.0,0.0,10.0,0.0,0.0,0.0,570.0,688.0,570.0,688.0
Iran,2014,2016,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,7.0
Iran,2015,2021,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,7.0
Iran,2016,2022,4,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,11.0
Iran,2017,2022,4,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,11.0
Iran,2018,2022,4,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,16.0,16.0
Iran,2019,2022,4,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,12.0,12.0
Iran,2020,2022,4,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0
Iran,2021,2022,12,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,12.0,12.0
Iran,2022,2023,4,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0
Iran,2023,2024,1,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0
Cote d'Ivoire,2014,2019,4,7.0,0.0,10.0,0.0,0.0,29.0,11.0,0.6552,0.0,10.0,0.0,2.0,5.0,0.0,0.0,0.0,19.0,26.0,10.0,26.0
Cote d'Ivoire,2015,2019,4,11.0,0.0,10.0,0.0,0.0,29.0,12.0,0.6552,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,19.0,30.0,10.0,30.0
Cote d'Ivoire,2016,2019,4,12.0,0.0,10.0,0.0,0.0,29.0,8.0,0.6552,0.0,10.0,0.0,0.0,13.0,0.0,0.0,0.0,19.0,31.0,10.0,31.0
Cote d'Ivoire,2017,2022,7,8.0,0.0,8.0,0.0,0.0,29.0,8.0,0.6552,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,19.0,27.0,10.0,27.0
Cote d'Ivoire,2018,2022,7,8.0,0.0,11.0,0.0,0.0,30.0,8.0,0.6667,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,28.0,10.0,28.0
Cote d'Ivoire,2019,2022,7,8.0,0.0,13.0,0.0,0.0,30.0,9.0,0.6667,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,20.0,28.0,10.0,28.0
Cote d'Ivoire,2020,2022,7,9.0,0.0,5.0,0.0,0.0,30.0,4.0,0.6667,0.0,14.0,0.0,0.0,11.0,0.0,0.0,0.0,20.0,29.0,14.0,29.0
Cote d'Ivoire,2021,2023,5,4.0,0.0,4.0,0.0,0.0,30.0,6.0,0.6667,0.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,20.0,24.0,13.0,24.0
Cote d'Ivoire,2022,2023,8,6.0,0.0,4.0,0.0,0.0,30.0,8.0,0.6667,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,26.0,14.0,26.0
Cote d'Ivoire,2023,2024,1,8.0,0.0,7.0,0.0,0.0,30.0,7.0,0.6667,0.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,20.0,28.0,14.0,28.0
Iraq,2014,2015,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iraq,2015,2022,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Iraq,2016,2022,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Iraq,2017,2022,4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0
Iraq,2018,2022,4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0
Iraq,2019,2022,4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0
Iraq,2020,2022,4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0
Iraq,2021,2023,2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0
Iraq,2022,2023,4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0
Iraq,2023,2024,1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0
Japan,2014,2017,5,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,29.0,25.0,0.0,0.0,0.0,0.0,54.0,0.0,54.0,54.0,54.0
Japan,2015,2017,5,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,23.0,20.0,0.0,0.0,0.0,0.0,43.0,0.0,43.0,43.0,43.0
Japan,2016,2021,3,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0,41.0,0.0,41.0,41.0,41.0
Japan,2017,2021,3,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0
Japan,2018,2021,3,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,39.0,39.0
Japan,2019,2021,3,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0
Japan,2020,2022,4,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0
Japan,2021,2022,4,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0
Japan,2022,2023,11,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,20.0,18.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,38.0,38.0
Japan,2023,2024,1,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0
"Korea, South",2014,2017,5,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,47.0,0.0,47.0,47.0,47.0
"Korea, South",2015,2017,5,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,26.0,15.0,0.0,0.0,0.0,0.0,41.0,0.0,41.0,41.0,41.0
"Korea, South",2016,2018,2,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,48.0
"Korea, South",2017,2020,2,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,38.0,19.0,0.0,0.0,0.0,0.0,57.0,0.0,57.0,57.0,57.0
"Korea, South",2018,2021,3,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,38.0,19.0,0.0,0.0,0.0,0.0,57.0,0.0,57.0,57.0,57.0
"Korea, South",2019,2021,3,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,48.0
"Korea, South",2020,2022,4,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,36.0,20.0,0.0,0.0,0.0,0.0,56.0,0.0,56.0,56.0,56.0
"Korea, South",2021,2023,11,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,35.0,18.0,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0
"Korea, South",2022,2023,11,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,35.0,15.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,50.0,50.0
"Korea, South",2023,2024,1,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,35.0,20.0,0.0,0.0,0.0,0.0,55.0,0.0,55.0,55.0,55.0
Mexico,2014,2021,8,0.0,0.0,0.0,0.0,4.0,42.0,0.0,0.5952,0.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0
Mexico,2015,2022,4,0.0,0.0,0.0,0.0,23.0,42.0,15.0,0.5952,0.0,9.0,24.0,0.0,0.0,0.0,0.0,23.0,25.0,48.0,33.0,48.0
Mexico,2016,2023,4,15.0,0.0,3.0,0.0,24.0,43.0,17.0,0.6047,0.0,15.0,30.0,0.0,3.0,0.0,0.0,24.0,26.0,65.0,45.0,65.0
Mexico,2017,2023,4,17.0,0.0,1.0,0.0,22.0,41.0,18.0,0.6098,0.0,15.0,30.0,0.0,1.0,0.0,0.0,22.0,25.0,64.0,45.0,64.0
Mexico,2018,2023,4,18.0,0.0,1.0,0.0,5.0,44.0,8.0,0.5909,0.0,15.0,25.0,0.0,1.0,0.0,0.0,5.0,26.0,49.0,40.0,49.0
