Country,Market Year,Calendar Year,Month,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Industrial Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,SME,Total Distribution,Total Dom. Cons.,Total Supply
Bangladesh,2014,2023,4,2.0,0.0,0.0,0.0,0.0,19.0,1.0,0.3158,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.1605,8.0,7.0,8.0
Bangladesh,2015,2023,4,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.3158,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.709,7.0,6.0,7.0
Bangladesh,2016,2023,4,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.35,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.612,8.0,8.0,8.0
Bangladesh,2017,2021,12,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.3333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.1605,7.0,7.0,7.0
Bangladesh,2018,2023,4,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.3333,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,19.866,44.0,44.0,44.0
Bangladesh,2019,2023,4,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.3333,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13.0935,29.0,29.0,29.0
Bangladesh,2020,2022,3,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.3333,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.612,8.0,8.0,8.0
Bangladesh,2021,2023,4,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.35,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.1605,7.0,7.0,7.0
Bangladesh,2022,2023,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,2023,2024,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.35,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.1605,7.0,7.0,7.0
Sri Lanka,2014,2023,3,0.0,0.0,8.0,0.0,0.0,88.0,0.0,0.3295,21.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,29.0,9.4815,29.0,21.0,29.0
