Country,Market Year,Calendar Year,Month,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Industrial Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,SME,Total Distribution,Total Dom. Cons.,Total Supply
Algeria,2014,2020,11,322.0,0.0,0.0,31.0,1505.0,0.0,154.0,0.0,1300.0,0.0,0.0,0.0,0.0,8.0,14.0,1132.0,0.0,1300.0,1454.0,1300.0,1454.0
Algeria,2015,2020,11,154.0,0.0,0.0,27.0,1289.0,0.0,317.0,0.0,1325.0,0.0,0.0,0.0,0.0,10.0,33.0,1488.0,0.0,1325.0,1642.0,1325.0,1642.0
Algeria,2016,2023,4,317.0,0.0,0.0,15.0,1289.0,0.0,224.0,0.0,1335.0,0.0,0.0,0.0,0.0,10.0,26.0,1242.0,0.0,1335.0,1559.0,1335.0,1559.0
Algeria,2017,2023,4,224.0,0.0,0.0,0.0,1437.0,0.0,375.0,0.0,1360.0,0.0,0.0,0.0,0.0,22.0,0.0,1511.0,0.0,1360.0,1735.0,1360.0,1735.0
Algeria,2018,2023,4,375.0,0.0,0.0,0.0,2791.0,50.0,429.0,0.78,1390.0,0.0,0.0,0.0,0.0,1.0,0.0,1405.0,39.0,1390.0,1819.0,1390.0,1819.0
Algeria,2019,2023,4,429.0,0.0,0.0,0.0,1365.0,450.0,490.0,0.7778,1425.0,0.0,0.0,0.0,0.0,13.0,0.0,1136.0,350.0,1425.0,1915.0,1425.0,1915.0
Algeria,2020,2023,4,490.0,0.0,0.0,36.0,545.0,1100.0,335.0,0.78,1435.0,0.0,0.0,0.0,0.0,2.0,36.0,422.0,858.0,1435.0,1770.0,1435.0,1770.0
Algeria,2021,2023,7,335.0,0.0,0.0,0.0,346.0,1550.0,208.0,0.7787,1450.0,0.0,0.0,0.0,0.0,1.0,0.0,116.0,1207.0,1450.0,1658.0,1450.0,1658.0
Algeria,2022,2023,8,208.0,0.0,0.0,0.0,150.0,1575.0,433.0,0.7778,1500.0,0.0,0.0,0.0,0.0,1.0,0.0,500.0,1225.0,1500.0,1933.0,1500.0,1933.0
Algeria,2023,2024,1,433.0,0.0,0.0,0.0,200.0,1750.0,453.0,0.78,1520.0,0.0,0.0,0.0,0.0,1.0,0.0,175.0,1365.0,1520.0,1973.0,1520.0,1973.0
Azerbaijan,2014,2023,4,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,28.0,28.0,28.0
Azerbaijan,2015,2023,4,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,22.0,22.0,22.0
Azerbaijan,2016,2023,4,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,22.0,22.0,22.0
Azerbaijan,2017,2023,4,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,41.0,41.0,41.0,41.0
Azerbaijan,2018,2023,4,0.0,0.0,1.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,0.0,75.0,76.0,75.0,76.0
Azerbaijan,2019,2023,4,0.0,0.0,1.0,0.0,95.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,0.0,94.0,95.0,94.0,95.0
Azerbaijan,2020,2023,4,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,91.0,91.0,91.0,91.0
Azerbaijan,2021,2023,4,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,83.0,83.0,83.0
Azerbaijan,2022,2023,4,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0,90.0,90.0,90.0
Azerbaijan,2023,2024,1,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,95.0,95.0,95.0,95.0
Argentina,2014,2018,3,4073.0,33.0,28949.0,0.0,0.0,40235.0,4025.0,0.7687,2402.0,0.0,0.0,10915.0,28575.0,0.0,0.0,1.0,30928.0,2402.0,35002.0,2402.0,35002.0
Argentina,2015,2021,10,4025.0,4.0,31262.0,0.0,0.0,43267.0,4520.0,0.7743,2672.0,0.0,0.0,10708.0,30333.0,0.0,0.0,0.0,33500.0,2672.0,37525.0,2672.0,37525.0
Argentina,2016,2021,10,4520.0,9.0,30346.0,0.0,0.0,43309.0,3930.0,0.7758,2867.0,0.0,0.0,11336.0,31323.0,0.0,0.0,0.0,33600.0,2867.0,38120.0,2867.0,38120.0
Argentina,2017,2021,10,3930.0,5.0,25900.0,0.0,1.0,36933.0,3420.0,0.7784,2996.0,0.0,0.0,9500.0,26265.0,0.0,0.0,1.0,28750.0,2996.0,32681.0,2996.0,32681.0
Argentina,2018,2021,10,3420.0,5.0,29745.0,0.0,27.0,40567.0,2988.0,0.7765,3126.0,0.0,0.0,9250.0,28833.0,0.0,0.0,27.0,31500.0,3126.0,34947.0,3126.0,34947.0
Argentina,2019,2021,10,2988.0,5.0,24941.0,0.0,0.0,38770.0,2568.0,0.78,3200.0,0.0,0.0,9500.0,27461.0,0.0,0.0,1.0,30240.0,3200.0,33229.0,3200.0,33229.0
Argentina,2020,2022,7,2568.0,5.0,29988.0,0.0,0.0,40162.0,2289.0,0.7798,3275.0,0.0,0.0,9700.0,28325.0,0.0,0.0,1.0,31320.0,3275.0,33889.0,3275.0,33889.0
Argentina,2021,2023,5,2289.0,5.0,26000.0,0.0,0.0,38825.0,2797.0,0.7801,3325.0,0.0,0.0,9800.0,26589.0,0.0,0.0,135.0,30287.0,3325.0,32711.0,3325.0,32711.0
Argentina,2022,2023,11,2797.0,5.0,20750.0,0.0,0.0,30318.0,2361.0,0.78,3400.0,0.0,0.0,8000.0,20751.0,0.0,0.0,67.0,23648.0,3400.0,26512.0,3400.0,26512.0
Argentina,2023,2024,1,2361.0,5.0,24400.0,0.0,0.0,35500.0,2186.0,0.78,3475.0,0.0,0.0,9000.0,24400.0,0.0,0.0,10.0,27690.0,3475.0,30061.0,3475.0,30061.0
Australia,2014,2019,11,24.0,0.0,2.0,0.0,677.0,33.0,56.0,0.7879,732.0,0.0,0.0,0.0,2.0,0.0,0.0,740.0,26.0,732.0,790.0,732.0,790.0
Australia,2015,2019,11,56.0,0.0,3.0,0.0,695.0,34.0,26.0,0.7941,760.0,0.0,0.0,0.0,4.0,0.0,0.0,707.0,27.0,760.0,790.0,760.0,790.0
Australia,2016,2023,4,26.0,0.0,7.0,0.0,838.0,27.0,76.0,0.7778,825.0,0.0,0.0,0.0,8.0,1.0,0.0,862.0,21.0,825.0,909.0,825.0,909.0
Australia,2017,2023,4,76.0,0.0,9.0,0.0,882.0,43.0,203.0,0.7907,825.0,0.0,0.0,0.0,11.0,1.0,0.0,929.0,34.0,825.0,1039.0,825.0,1039.0
Australia,2018,2023,4,203.0,0.0,13.0,1.0,1001.0,23.0,246.0,0.7826,1000.0,0.0,0.0,0.0,10.0,1.0,2.0,1035.0,18.0,1000.0,1256.0,1000.0,1256.0
Australia,2019,2023,4,246.0,0.0,3.0,33.0,1047.0,20.0,183.0,0.8,1000.0,0.0,0.0,0.0,3.0,1.0,32.0,924.0,16.0,1000.0,1186.0,1000.0,1186.0
Australia,2020,2023,5,183.0,0.0,5.0,9.0,680.0,32.0,11.0,0.7813,865.0,0.0,0.0,0.0,5.0,1.0,9.0,673.0,25.0,865.0,881.0,865.0,881.0
Australia,2021,2023,7,11.0,0.0,6.0,0.0,857.0,37.0,14.0,0.7838,850.0,0.0,0.0,0.0,6.0,1.0,0.0,830.0,29.0,850.0,870.0,850.0,870.0
Australia,2022,2023,11,14.0,0.0,12.0,0.0,810.0,40.0,22.0,0.775,890.0,0.0,0.0,0.0,3.0,1.0,0.0,870.0,31.0,890.0,915.0,890.0,915.0
Australia,2023,2024,1,22.0,0.0,5.0,0.0,850.0,40.0,28.0,0.775,870.0,0.0,0.0,0.0,5.0,1.0,0.0,850.0,31.0,870.0,903.0,870.0,903.0
Barbados,2014,2019,2,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.7692,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0
Barbados,2015,2019,2,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.7692,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,21.0,21.0,21.0,21.0
Barbados,2016,2023,4,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.7857,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,22.0
