Country,Market Year,Calendar Year,Month,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Industrial Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,Total Distribution,Total Dom. Cons.,Total Supply
Algeria,2014,2018,1,82.0,0.0,0.0,6.0,625.0,0.0,73.0,0.0,0.0,640.0,0.0,0.0,0.0,253.0,0.0,631.0,0.0,713.0,640.0,713.0
Algeria,2015,2020,11,73.0,0.0,8.0,21.0,696.0,0.0,96.0,0.0,0.0,690.0,0.0,0.0,7.0,163.0,26.0,720.0,0.0,793.0,690.0,793.0
Algeria,2016,2023,4,96.0,0.0,5.0,15.0,762.0,0.0,50.0,0.0,0.0,715.0,0.0,0.0,5.0,204.0,15.0,674.0,0.0,770.0,715.0,770.0
Algeria,2017,2023,4,50.0,0.0,5.0,0.0,659.0,0.0,96.0,0.0,0.0,725.0,0.0,0.0,5.0,243.0,0.0,776.0,0.0,826.0,725.0,826.0
Algeria,2018,2023,4,96.0,0.0,5.0,0.0,1048.0,50.0,244.0,0.18,0.0,755.0,0.0,0.0,5.0,282.0,0.0,899.0,9.0,1004.0,755.0,1004.0
Algeria,2019,2023,4,244.0,0.0,5.0,23.0,712.0,450.0,228.0,0.18,0.0,785.0,0.0,0.0,5.0,170.0,23.0,693.0,81.0,1018.0,785.0,1018.0
Algeria,2020,2023,4,228.0,0.0,5.0,22.0,751.0,1100.0,228.0,0.18,0.0,825.0,0.0,0.0,5.0,233.0,0.0,632.0,198.0,1058.0,825.0,1058.0
Algeria,2021,2023,5,228.0,0.0,13.0,0.0,470.0,1550.0,238.0,0.18,0.0,860.0,0.0,0.0,13.0,161.0,22.0,604.0,279.0,1111.0,860.0,1111.0
Algeria,2022,2023,11,238.0,0.0,5.0,0.0,450.0,1575.0,196.0,0.1797,0.0,820.0,0.0,0.0,5.0,125.0,0.0,500.0,283.0,1021.0,820.0,1021.0
Algeria,2023,2024,1,196.0,0.0,5.0,0.0,650.0,1750.0,221.0,0.18,0.0,865.0,0.0,0.0,5.0,200.0,0.0,580.0,315.0,1091.0,865.0,1091.0
Angola,2014,2018,3,12.0,0.0,0.0,0.0,60.0,0.0,7.0,0.0,0.0,65.0,0.0,0.0,0.0,41.0,0.0,60.0,0.0,72.0,65.0,72.0
Angola,2015,2018,3,7.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,52.0,0.0,63.0,0.0,70.0,70.0,70.0
Angola,2016,2023,4,0.0,0.0,0.0,0.0,107.0,0.0,32.0,0.0,0.0,75.0,0.0,0.0,0.0,87.0,0.0,107.0,0.0,107.0,75.0,107.0
Angola,2017,2023,4,32.0,0.0,0.0,0.0,77.0,0.0,39.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,77.0,0.0,109.0,70.0,109.0
Angola,2018,2023,4,39.0,0.0,0.0,0.0,61.0,0.0,35.0,0.0,0.0,65.0,0.0,0.0,0.0,58.0,0.0,61.0,0.0,100.0,65.0,100.0
Angola,2019,2023,4,35.0,0.0,0.0,0.0,48.0,0.0,28.0,0.0,0.0,55.0,0.0,0.0,0.0,39.0,0.0,48.0,0.0,83.0,55.0,83.0
