Country,Market Year,Calendar Year,Month,Area Harvested,Area Planted,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,Feed Waste Dom. Cons.,Food Use Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,Total Distribution,Total Dom. Cons.,Total Supply,Yield
Australia,2021,2023,4,19.0,20.0,1.0,0.0,0.0,0.0,5.0,30.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,36.0,35.0,36.0,1.5789
Australia,2022,2023,4,25.0,25.0,1.0,0.0,0.0,0.0,10.0,35.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,37.0,48.0,40.0,48.0,1.48
Australia,2023,2024,1,25.0,25.0,8.0,0.0,0.0,0.0,10.0,35.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,37.0,50.0,40.0,50.0,1.48
Bosnia and Herzegovina,2014,2021,3,1.0,0.0,7.0,0.0,0.0,0.0,67.0,80.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,1.0,89.0,81.0,89.0,1.0
Bosnia and Herzegovina,2015,2021,3,1.0,0.0,8.0,0.0,0.0,0.0,80.0,80.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,87.0,81.0,87.0,1.0
Bosnia and Herzegovina,2016,2021,3,1.0,0.0,6.0,0.0,0.0,0.0,100.0,100.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,104.0,1.0,111.0,101.0,111.0,1.0
Bosnia and Herzegovina,2017,2021,3,1.0,0.0,10.0,0.0,0.0,0.0,91.0,95.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0,105.0,96.0,105.0,1.0
Bosnia and Herzegovina,2018,2023,4,1.0,1.0,9.0,0.0,0.0,0.0,88.0,90.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,86.0,1.0,96.0,91.0,96.0,1.0
Bosnia and Herzegovina,2019,2023,4,1.0,1.0,5.0,0.0,0.0,0.0,103.0,90.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0,1.0,97.0,91.0,97.0,1.0
Bosnia and Herzegovina,2020,2023,4,1.0,1.0,6.0,0.0,0.0,0.0,71.0,70.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,68.0,1.0,75.0,71.0,75.0,1.0
Bosnia and Herzegovina,2021,2023,4,1.0,1.0,3.0,0.0,0.0,0.0,82.0,85.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,87.0,1.0,91.0,86.0,91.0,1.0
Bosnia and Herzegovina,2022,2023,8,1.0,1.0,4.0,0.0,0.0,0.0,91.0,75.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,75.0,1.0,80.0,76.0,80.0,1.0
Bosnia and Herzegovina,2023,2024,1,1.0,1.0,3.0,0.0,0.0,0.0,87.0,90.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,90.0,1.0,94.0,91.0,94.0,1.0
Bolivia,2014,2017,9,103.0,105.0,5.0,0.0,1.0,0.0,1.0,100.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,106.0,112.0,100.0,112.0,1.0291
Bolivia,2015,2019,12,147.0,150.0,11.0,0.0,1.0,0.0,1.0,101.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,102.0,114.0,101.0,114.0,0.6939
Bolivia,2016,2020,7,101.0,110.0,12.0,0.0,1.0,0.0,1.0,79.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,68.0,81.0,79.0,81.0,0.6733
Bolivia,2017,2020,7,109.0,110.0,1.0,0.0,1.0,0.0,1.0,121.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121.0,123.0,121.0,123.0,1.1101
Bolivia,2018,2020,7,110.0,110.0,2.0,0.0,1.0,0.0,1.0,130.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137.0,140.0,130.0,140.0,1.2455
Bolivia,2019,2021,5,135.0,135.0,10.0,0.0,1.0,0.0,1.0,168.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,160.0,171.0,168.0,171.0,1.1852
Bolivia,2020,2022,8,138.0,140.0,2.0,0.0,1.0,0.0,1.0,191.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,192.0,195.0,191.0,195.0,1.3913
Bolivia,2021,2023,8,159.0,160.0,3.0,0.0,1.0,0.0,1.0,200.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,210.0,214.0,200.0,214.0,1.3208
Bolivia,2022,2023,8,130.0,145.0,12.0,0.0,1.0,0.0,1.0,175.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,165.0,178.0,175.0,178.0,1.2692
Bolivia,2023,2024,1,130.0,130.0,2.0,0.0,1.0,0.0,1.0,175.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,175.0,178.0,175.0,178.0,1.3462
Burma,2014,2016,4,590.0,925.0,25.0,0.0,0.0,0.0,9.0,320.0,12.0,10.0,70.0,0.0,0.0,0.0,0.0,7.0,380.0,412.0,400.0,412.0,0.6441
Burma,2015,2016,7,600.0,925.0,12.0,0.0,0.0,0.0,9.0,320.0,11.0,10.0,70.0,0.0,0.0,0.0,0.0,9.0,390.0,411.0,400.0,411.0,0.65
Burma,2016,2020,5,600.0,925.0,11.0,0.0,0.0,0.0,11.0,320.0,12.0,10.0,70.0,0.0,0.0,0.0,0.0,11.0,390.0,412.0,400.0,412.0,0.65
Burma,2017,2020,5,600.0,925.0,12.0,0.0,0.0,0.0,11.0,320.0,13.0,10.0,70.0,0.0,0.0,0.0,0.0,11.0,390.0,413.0,400.0,413.0,0.65
Burma,2018,2021,3,600.0,925.0,13.0,0.0,0.0,0.0,11.0,320.0,12.0,10.0,71.0,0.0,0.0,0.0,0.0,10.0,390.0,413.0,401.0,413.0,0.65
Burma,2019,2022,4,600.0,925.0,12.0,0.0,0.0,0.0,12.0,320.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,9.0,390.0,411.0,401.0,411.0,0.65
Burma,2020,2022,4,600.0,925.0,10.0,0.0,0.0,0.0,11.0,320.0,7.0,10.0,71.0,0.0,0.0,0.0,0.0,8.0,390.0,408.0,401.0,408.0,0.65
Burma,2021,2023,4,600.0,925.0,7.0,0.0,0.0,0.0,9.0,320.0,3.0,10.0,72.0,0.0,0.0,0.0,0.0,8.0,390.0,405.0,402.0,405.0,0.65
Burma,2022,2023,4,600.0,925.0,3.0,0.0,0.0,0.0,11.0,320.0,1.0,10.0,72.0,0.0,0.0,0.0,0.0,10.0,390.0,403.0,402.0,403.0,0.65
Burma,2023,2024,1,600.0,925.0,1.0,0.0,0.0,0.0,11.0,320.0,1.0,10.0,70.0,0.0,0.0,0.0,0.0,10.0,390.0,401.0,400.0,401.0,0.65
Belarus,2014,2016,4,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,19.0,19.0,0.0
Belarus,2015,2017,4,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0
Belarus,2016,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,35.0,51.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0,0.0
Belarus,2017,2018,12,0.0,0.0,0.0,0.0,0.0,0.0,35.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,27.0,27.0,0.0
Belarus,2018,2020,9,0.0,0.0,0.0,0.0,0.0,0.0,35.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,56.0,56.0,56.0,0.0
Belarus,2019,2020,12,0.0,0.0,0.0,0.0,0.0,0.0,50.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,58.0,58.0,58.0,0.0
Belarus,2020,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,50.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,19.0,19.0,0.0
Belarus,2021,2023,1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,50.0,50.0,0.0
Belarus,2022,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,135.0,135.0,135.0,0.0
Belarus,2023,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,80.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,140.0,140.0,140.0,0.0
Brazil,2014,2017,5,112.0,115.0,10.0,0.0,0.0,0.0,5.0,143.0,14.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,153.0,168.0,154.0,168.0,1.3661
Brazil,2015,2017,12,51.0,51.0,14.0,0.0,0.0,0.0,7.0,66.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,7.0,62.0,83.0,76.0,83.0,1.2157
Brazil,2016,2018,4,63.0,63.0,7.0,0.0,0.0,0.0,11.0,105.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,11.0,104.0,122.0,115.0,122.0,1.6508
Brazil,2017,2021,5,96.0,100.0,7.0,0.0,0.0,0.0,9.0,140.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,9.0,142.0,158.0,150.0,158.0,1.4792
Brazil,2018,2021,5,63.0,65.0,8.0,0.0,0.0,0.0,9.0,110.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,9.0,105.0,122.0,119.0,122.0,1.6667
Brazil,2019,2021,5,47.0,47.0,3.0,0.0,0.0,0.0,7.0,75.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,7.0,75.0,85.0,84.0,85.0,1.5957
Brazil,2020,2023,4,32.0,32.0,1.0,0.0,0.0,0.0,12.0,37.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,12.0,36.0,49.0,47.0,49.0,1.125
Brazil,2021,2023,5,40.0,40.0,2.0,0.0,0.0,0.0,8.0,40.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,8.0,41.0,51.0,49.0,51.0,1.025
Brazil,2022,2023,5,41.0,41.0,2.0,0.0,0.0,0.0,10.0,65.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,10.0,64.0,76.0,74.0,76.0,1.561
Brazil,2023,2024,1,42.0,42.0,2.0,0.0,0.0,0.0,10.0,65.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,10.0,65.0,77.0,75.0,77.0,1.5476
Canada,2014,2017,4,29.0,29.0,8.0,29.0,33.0,22.0,28.0,0.0,10.0,41.0,8.0,0.0,34.0,0.0,25.0,30.0,55.0,93.0,49.0,93.0,1.8966
Canada,2015,2017,4,38.0,38.0,10.0,30.0,25.0,20.0,27.0,0.0,17.0,50.0,9.0,0.0,29.0,0.0,22.0,22.0,73.0,105.0,59.0,105.0,1.9211
Canada,2016,2021,3,28.0,28.0,17.0,30.0,16.0,25.0,25.0,0.0,25.0,45.0,9.0,0.0,18.0,0.0,27.0,29.0,51.0,97.0,54.0,97.0,1.8214
Canada,2017,2022,7,26.0,26.0,25.0,19.0,21.0,13.0,21.0,0.0,35.0,44.0,9.0,0.0,17.0,5.0,15.0,22.0,58.0,105.0,53.0,105.0,2.2308
Canada,2018,2023,9,27.0,29.0,35.0,27.0,29.0,16.0,25.0,0.0,39.0,41.0,9.0,0.0,27.0,5.0,15.0,24.0,57.0,116.0,50.0,116.0,2.1111
Canada,2019,2023,9,29.0,30.0,39.0,45.0,46.0,17.0,29.0,0.0,31.0,50.0,9.0,0.0,38.0,7.0,15.0,26.0,63.0,128.0,59.0,128.0,2.1724
Canada,2020,2023,9,45.0,45.0,31.0,49.0,50.0,21.0,37.0,0.0,44.0,63.0,10.0,0.0,51.0,8.0,24.0,36.0,101.0,168.0,73.0,168.0,2.2444
Canada,2021,2023,9,37.0,40.0,44.0,55.0,59.0,21.0,44.0,0.0,38.0,65.0,10.0,0.0,43.0,15.0,16.0,37.0,75.0,156.0,75.0,156.0,2.027
Canada,2022,2023,9,38.0,39.0,38.0,55.0,60.0,21.0,30.0,0.0,56.0,65.0,10.0,0.0,31.0,10.0,21.0,40.0,84.0,162.0,75.0,162.0,2.2105
Canada,2023,2024,1,40.0,38.0,56.0,55.0,60.0,21.0,30.0,0.0,53.0,70.0,10.0,0.0,50.0,10.0,17.0,35.0,92.0,183.0,80.0,183.0,2.3
China,2014,2020,10,956.0,950.0,86.0,4.0,252.0,1.0,69.0,1300.0,124.0,125.0,920.0,20.0,244.0,0.0,0.0,45.0,2582.0,2713.0,2345.0,2713.0,2.7008
China,2015,2021,9,1086.0,1086.0,124.0,4.0,296.0,0.0,77.0,1400.0,309.0,125.0,950.0,18.0,286.0,0.0,0.0,74.0,2872.0,3070.0,2475.0,3070.0,2.6446
China,2016,2022,11,1279.0,1279.0,309.0,3.0,410.0,0.0,122.0,1700.0,475.0,125.0,950.0,0.0,365.0,0.0,0.0,105.0,3201.0,3615.0,2775.0,3615.0,2.5027
China,2017,2022,11,1171.0,1171.0,475.0,3.0,463.0,0.0,139.0,1800.0,388.0,125.0,950.0,0.0,480.0,0.0,0.0,119.0,3149.0,3743.0,2875.0,3743.0,2.6892
China,2018,2022,11,921.0,921.0,388.0,2.0,480.0,0.0,303.0,1300.0,363.0,100.0,900.0,0.0,452.0,0.0,0.0,233.0,2494.0,3115.0,2300.0,3115.0,2.7079
China,2019,2022,11,915.0,915.0,363.0,1.0,508.0,0.0,180.0,1200.0,593.0,100.0,900.0,0.0,500.0,0.0,0.0,266.0,2664.0,3293.0,2200.0,3293.0,2.9115
China,2020,2023,4,873.0,873.0,593.0,1.0,450.0,0.0,111.0,1200.0,625.0,100.0,900.0,0.0,475.0,0.0,0.0,137.0,2570.0,3300.0,2200.0,3300.0,2.9439
China,2021,2023,11,704.0,887.0,625.0,1.0,400.0,0.0,195.0,1250.0,248.0,100.0,900.0,0.0,438.0,0.0,0.0,157.0,2154.0,2936.0,2250.0,2936.0,3.0597
China,2022,2023,11,600.0,950.0,248.0,1.0,400.0,0.0,250.0,800.0,265.0,80.0,900.0,0.0,380.0,0.0,0.0,277.0,1900.0,2425.0,1780.0,2425.0,3.1667
China,2023,2024,1,800.0,960.0,265.0,1.0,400.0,0.0,300.0,1100.0,265.0,100.0,900.0,0.0,450.0,0.0,0.0,300.0,2250.0,2815.0,2100.0,2815.0,2.8125
Chile,2014,2020,10,3.0,0.0,2.0,0.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,8.0,3.0,8.0,1.6667
Chile,2015,2020,10,2.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,5.0,3.0,5.0,1.0
Chile,2016,2021,3,7.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,11.0,13.0,1.0,13.0,1.5714
Chile,2017,2023,5,6.0,6.0,6.0,0.0,8.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,8.0,15.0,5.0,15.0,1.3333
Chile,2018,2023,4,3.0,4.0,3.0,0.0,4.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,9.0,4.0,9.0,1.3333
Chile,2019,2023,4,4.0,4.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,6.0,2.0,6.0,0.75
Chile,2020,2023,4,2.0,4.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,5.0,1.0,5.0,1.0
Chile,2021,2023,4,4.0,4.0,1.0,0.0,5.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,8.0,13.0,6.0,13.0,2.0
Chile,2022,2023,4,4.0,4.0,2.0,0.0,3.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,4.0,11.0,6.0,11.0,1.0
Chile,2023,2024,1,3.0,3.0,2.0,0.0,3.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,10.0,6.0,10.0,1.3333
Colombia,2014,2016,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0
Colombia,2015,2016,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0
Colombia,2016,2017,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0
Colombia,2017,2018,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0
Colombia,2018,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0
Colombia,2019,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0
Colombia,2020,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0
Colombia,2021,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0
Colombia,2022,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0
Colombia,2023,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0
European Union,2014,2017,5,4291.0,0.0,887.0,17.0,284.0,42.0,336.0,7650.0,949.0,480.0,530.0,0.0,518.0,0.0,40.0,266.0,8974.0,10127.0,8660.0,10127.0,2.0914
European Union,2015,2019,3,4171.0,0.0,949.0,26.0,417.0,38.0,829.0,7200.0,648.0,480.0,540.0,0.0,424.0,0.0,40.0,622.0,7721.0,9292.0,8220.0,9292.0,1.8511
European Union,2016,2021,5,4130.0,4130.0,647.0,22.0,434.0,34.0,529.0,7893.0,638.0,530.0,515.0,0.0,421.0,0.0,36.0,699.0,8651.0,9997.0,8938.0,9997.0,2.0947
European Union,2017,2021,5,4394.0,4394.0,638.0,29.0,508.0,36.0,547.0,8890.0,647.0,530.0,515.0,0.0,705.0,0.0,35.0,521.0,10128.0,11287.0,9935.0,11287.0,2.305
European Union,2018,2023,11,4018.0,4018.0,647.0,30.0,610.0,35.0,709.0,8691.0,316.0,510.0,510.0,0.0,680.0,0.0,39.0,555.0,9505.0,10707.0,9711.0,10707.0,2.3656
European Union,2019,2023,11,4324.0,4324.0,316.0,30.0,600.0,40.0,1120.0,8630.0,573.0,520.0,515.0,0.0,528.0,0.0,40.0,976.0,9474.0,10766.0,9665.0,10766.0,2.191
European Union,2020,2023,11,4441.0,4441.0,573.0,30.0,550.0,40.0,449.0,8200.0,401.0,510.0,515.0,0.0,624.0,0.0,40.0,779.0,8898.0,10250.0,9225.0,10250.0,2.0036
European Union,2021,2023,12,4372.0,4372.0,401.0,53.0,350.0,45.0,2430.0,10400.0,692.0,520.0,515.0,0.0,397.0,0.0,0.0,1795.0,10328.0,12524.0,11435.0,12524.0,2.3623
European Union,2022,2024,1,4982.0,5177.0,692.0,41.0,550.0,30.0,2000.0,9500.0,223.0,510.0,515.0,0.0,585.0,0.0,0.0,1460.0,9181.0,11333.0,10525.0,11333.0,1.8428
European Union,2023,2024,1,4900.0,5200.0,223.0,50.0,500.0,30.0,1800.0,9100.0,348.0,510.0,515.0,0.0,450.0,0.0,0.0,500.0,10200.0,10923.0,10125.0,10923.0,2.0816
Egypt,2014,2023,7,7.0,7.0,4.0,0.0,3.0,3.0,40.0,65.0,8.0,0.0,7.0,0.0,3.0,0.0,1.0,57.0,22.0,83.0,72.0,83.0,3.1429
Egypt,2015,2023,7,7.0,7.0,8.0,0.0,0.0,3.0,53.0,70.0,14.0,0.0,7.0,0.0,2.0,0.0,1.0,63.0,22.0,93.0,77.0,93.0,3.1429
Egypt,2016,2023,7,6.0,7.0,14.0,0.0,3.0,0.0,80.0,77.0,8.0,0.0,7.0,0.0,3.0,0.0,1.0,62.0,19.0,95.0,84.0,95.0,3.1667
Egypt,2017,2023,7,7.0,8.0,8.0,0.0,3.0,0.0,85.0,107.0,14.0,0.0,7.0,0.0,3.0,0.0,0.0,102.0,21.0,131.0,114.0,131.0,3.0
Egypt,2018,2023,12,7.0,8.0,14.0,0.0,3.0,0.0,96.0,87.0,22.0,0.0,8.0,0.0,4.0,0.0,0.0,91.0,16.0,121.0,95.0,121.0,2.2857
Egypt,2019,2023,12,8.0,8.0,22.0,0.0,3.0,0.0,62.0,87.0,21.0,0.0,8.0,0.0,3.0,0.0,0.0,76.0,21.0,119.0,95.0,119.0,2.625
Egypt,2020,2023,12,9.0,8.0,21.0,0.0,6.0,0.0,17.0,78.0,19.0,0.0,9.0,0.0,3.0,0.0,0.0,66.0,22.0,109.0,87.0,109.0,2.4444
Egypt,2021,2023,12,8.0,8.0,19.0,0.0,5.0,0.0,17.0,60.0,11.0,0.0,9.0,0.0,2.0,0.0,0.0,44.0,19.0,82.0,69.0,82.0,2.375
Egypt,2022,2023,12,15.0,10.0,11.0,0.0,3.0,0.0,22.0,40.0,11.0,0.0,9.0,0.0,4.0,0.0,0.0,15.0,38.0,64.0,49.0,64.0,2.5333
Egypt,2023,2024,1,20.0,10.0,11.0,0.0,3.0,0.0,30.0,75.0,15.0,0.0,9.0,0.0,2.0,0.0,0.0,40.0,50.0,101.0,84.0,101.0,2.5
India,2014,2021,3,590.0,590.0,0.0,0.0,5.0,0.0,2.0,323.0,0.0,55.0,0.0,0.0,6.0,0.0,0.0,1.0,383.0,384.0,378.0,384.0,0.6492
India,2015,2019,3,487.0,487.0,0.0,0.0,3.0,0.0,2.0,280.0,0.0,42.0,0.0,0.0,3.0,0.0,0.0,2.0,323.0,325.0,322.0,325.0,0.6632
India,2016,2019,3,390.0,390.0,0.0,0.0,5.0,0.0,2.0,280.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,2.0,318.0,320.0,315.0,320.0,0.8154
India,2017,2019,9,284.0,330.0,0.0,0.0,3.0,0.0,2.0,200.0,0.0,29.0,0.0,0.0,3.0,0.0,0.0,2.0,230.0,232.0,229.0,232.0,0.8099
India,2018,2021,3,263.0,270.0,0.0,0.0,2.0,0.0,3.0,155.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,3.0,172.0,175.0,173.0,175.0,0.654
India,2019,2021,3,228.0,250.0,0.0,0.0,2.0,0.0,3.0,120.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,3.0,140.0,143.0,142.0,143.0,0.614
India,2020,2023,5,226.0,250.0,0.0,0.0,2.0,0.0,3.0,130.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,3.0,150.0,153.0,152.0,153.0,0.6637
