Country,Market Year,Calendar Year,Month,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Industrial Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,Total Distribution,Total Dom. Cons.,Total Supply
WORLD,2014,2024,1,6279.0,1620.0,4114.0,88.0,3933.0,67562.0,6683.0,0.4088,51.0,18939.0,8115.0,310.0,4066.0,355.0,71.0,3954.0,27621.0,37854.0,27105.0,37854.0
WORLD,2015,2024,1,6683.0,1905.0,4296.0,86.0,4182.0,67139.0,5707.0,0.4106,51.0,20133.0,8315.0,385.0,4171.0,326.0,63.0,4127.0,27567.0,38377.0,28499.0,38377.0
WORLD,2016,2024,1,5659.0,1970.0,4497.0,59.0,4336.0,67935.0,4250.0,0.4094,51.0,20568.0,8521.0,289.0,4638.0,268.0,94.0,4556.0,27813.0,38028.0,29140.0,38028.0
WORLD,2017,2024,1,4250.0,1730.0,4920.0,42.0,4695.0,68915.0,3397.0,0.4111,51.0,20589.0,8546.0,287.0,4834.0,174.0,48.0,4837.0,28330.0,37417.0,29186.0,37417.0
WORLD,2018,2024,1,3397.0,1819.0,5370.0,41.0,5305.0,68673.0,3001.0,0.408,51.0,20252.0,8029.0,380.0,5263.0,179.0,42.0,5180.0,28019.0,36596.0,28332.0,36596.0
WORLD,2019,2024,1,3001.0,1762.0,6014.0,69.0,5783.0,69029.0,2872.0,0.4105,51.0,20288.0,8053.0,428.0,5874.0,189.0,57.0,5801.0,28336.0,37138.0,28392.0,37138.0
WORLD,2020,2024,1,2872.0,1938.0,6172.0,79.0,6145.0,71913.0,3462.0,0.4082,51.0,20538.0,8084.0,375.0,6419.0,175.0,87.0,6327.0,29355.0,38554.0,28673.0,38554.0
WORLD,2021,2024,1,3462.0,2038.0,5278.0,101.0,5235.0,72233.0,2603.0,0.4048,51.0,21797.0,8091.0,385.0,5289.0,163.0,94.0,5129.0,29240.0,37831.0,29939.0,37831.0
WORLD,2022,2024,1,2603.0,2602.0,6307.0,96.0,5864.0,80568.0,3234.0,0.4051,51.0,23397.0,9090.0,130.0,6423.0,0.0,101.0,6956.0,32636.0,42195.0,32538.0,42195.0
WORLD,2023,2024,1,3234.0,2702.0,6826.0,91.0,6229.0,82123.0,3501.0,0.4054,51.0,23269.0,9472.0,150.0,7310.0,0.0,100.0,7077.0,33292.0,43603.0,32792.0,43603.0
