Country,Market Year,Calendar Year,Month,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Industrial Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,SME,Total Distribution,Total Dom. Cons.,Total Supply
WORLD,2014,2024,1,29.0,0.0,42.0,3.0,41.0,16533.0,27.0,0.3973,6543.0,5.0,0.0,0.0,50.0,0.0,2.0,27.0,6569.0,7354.332,6625.0,6548.0,6625.0
WORLD,2015,2024,1,27.0,0.0,77.0,1.0,60.0,16653.0,53.0,0.397,6545.0,5.0,0.0,0.0,54.0,0.0,2.0,19.0,6611.0,7356.58,6657.0,6550.0,6657.0
WORLD,2016,2024,1,53.0,1.0,128.0,2.0,100.0,17520.0,31.0,0.3988,6984.0,5.0,0.0,0.0,159.0,0.0,1.0,139.0,6987.0,7850.016,7179.0,6989.0,7179.0
WORLD,2017,2024,1,31.0,1.0,117.0,0.0,80.0,18037.0,32.0,0.3993,7157.0,5.0,0.0,0.0,96.0,0.0,1.0,57.0,7202.0,8044.468,7290.0,7162.0,7290.0
WORLD,2018,2024,1,32.0,1.0,143.0,0.0,120.0,18043.0,48.0,0.3987,7148.0,5.0,0.0,0.0,124.0,0.0,0.0,99.0,7194.0,8034.352,7325.0,7153.0,7325.0
WORLD,2019,2024,1,48.0,1.0,149.0,4.0,108.0,19099.0,37.0,0.3988,7573.0,5.0,0.0,0.0,182.0,0.0,2.0,133.0,7616.0,8512.052,7797.0,7578.0,7797.0
WORLD,2020,2024,1,37.0,1.0,124.0,1.0,86.0,19684.0,27.0,0.3983,7811.0,5.0,0.0,0.0,129.0,0.0,3.0,95.0,7840.0,8779.564,7972.0,7816.0,7972.0
WORLD,2021,2024,1,27.0,1.0,213.0,0.0,163.0,19825.0,36.0,0.3981,7830.0,5.0,0.0,0.0,180.0,0.0,0.0,132.0,7892.0,8800.92,8051.0,7835.0,8051.0
WORLD,2022,2024,1,36.0,0.0,168.0,0.0,116.0,19319.0,29.0,0.3986,7648.0,5.0,0.0,0.0,176.0,0.0,0.0,121.0,7701.0,8596.352,7858.0,7653.0,7858.0
WORLD,2023,2024,1,29.0,1.0,159.0,0.0,112.0,19492.0,31.0,0.3983,7712.0,5.0,0.0,0.0,157.0,0.0,0.0,112.0,7764.0,8668.288,7905.0,7717.0,7905.0
