Country,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014
Argentina,9500.0,4681.0,17651.0,9597.0,13608.0,12680.0,14000.0,12275.0,8750.0,4200.0
Australia,22500.0,32329.0,25958.0,19720.0,10118.0,9835.0,15512.0,22060.0,15780.0,16575.0
Canada,24000.0,25309.0,14990.0,27722.0,22987.0,24498.0,22019.0,20297.0,22099.0,24883.0
India,800.0,1626.0,10567.0,3597.0,595.0,494.0,517.0,430.0,902.0,1834.0
Kazakhstan,10000.0,9862.0,8455.0,8128.0,6888.0,8780.0,8519.0,7257.0,7413.0,5507.0
Russia,51000.0,47500.0,33000.0,39100.0,34485.0,35863.0,41447.0,27815.0,25546.0,22800.0
Turkey,8500.0,6953.0,6646.0,6571.0,6633.0,6676.0,6725.0,6694.0,5966.0,4164.0
Ukraine,14000.0,17122.0,18844.0,16851.0,21016.0,16019.0,17775.0,18107.0,17431.0,11269.0
