Country,Market Year,Calendar Year,Month,Area Harvested,Area Planted,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,Feed Waste Dom. Cons.,Food Use Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,Total Distribution,Total Dom. Cons.,Total Supply,Yield
WORLD,1964,2024,1,25146.0,0.0,2487.0,0.0,6885.0,5359.0,6634.0,21069.0,1440.0,2363.0,6495.0,0.0,6467.0,0.0,0.0,6648.0,28699.0,37834.0,29927.0,37834.0,1.1413
WORLD,1965,2024,1,25207.0,0.0,1440.0,0.0,7425.0,6754.0,7613.0,23238.0,1592.0,2627.0,5250.0,0.0,7463.0,0.0,0.0,7650.0,31080.0,40170.0,31115.0,40170.0,1.233
WORLD,1966,2024,1,25908.0,0.0,1592.0,0.0,7833.0,7173.0,8220.0,24929.0,3190.0,2629.0,6985.0,0.0,7816.0,0.0,0.0,8225.0,35732.0,45549.0,34543.0,45549.0,1.3792
WORLD,1967,2024,1,27452.0,0.0,3190.0,0.0,8683.0,7484.0,8292.0,25609.0,5242.0,2821.0,7047.0,0.0,7924.0,0.0,0.0,8355.0,37098.0,48643.0,35477.0,48643.0,1.3514
WORLD,1968,2024,1,27911.0,1.0,5291.0,0.0,9016.0,8356.0,9341.0,27639.0,9525.0,2724.0,6924.0,0.0,8363.0,0.0,0.0,9273.0,40611.0,55175.0,37287.0,55175.0,1.455
WORLD,1969,2024,1,28073.0,0.0,9525.0,0.0,12458.0,11451.0,12280.0,33877.0,6960.0,2784.0,6876.0,0.0,12277.0,0.0,0.0,12306.0,40943.0,62774.0,43537.0,62774.0,1.4584
WORLD,1970,2024,1,28240.0,0.0,6960.0,0.0,12087.0,11733.0,12617.0,35270.0,3394.0,2918.0,7797.0,0.0,12342.0,0.0,0.0,12627.0,42134.0,61721.0,45985.0,61721.0,1.492
WORLD,1971,2024,1,28366.0,0.0,3394.0,0.0,12536.0,11689.0,13803.0,35222.0,2606.0,3198.0,7823.0,0.0,11881.0,0.0,0.0,13898.0,43438.0,60730.0,46243.0,60730.0,1.5313
WORLD,1972,2024,1,29586.0,0.0,2606.0,0.0,13822.0,12003.0,14796.0,35400.0,2498.0,3352.0,6442.0,0.0,13652.0,0.0,0.0,14832.0,43906.0,61344.0,45194.0,61344.0,1.484
WORLD,1973,2024,1,33800.0,0.0,2498.0,0.0,14474.0,14252.0,17326.0,41421.0,5495.0,3317.0,8257.0,0.0,15224.0,0.0,0.0,17209.0,54007.0,73714.0,52995.0,73714.0,1.5978
WORLD,1974,2024,1,31975.0,0.0,5495.0,0.0,13109.0,12293.0,16238.0,37374.0,6086.0,3330.0,7189.0,0.0,12061.0,0.0,0.0,16296.0,44249.0,66040.0,47893.0,66040.0,1.3839
WORLD,1975,2024,1,32429.0,0.0,6086.0,0.0,16012.0,15685.0,20086.0,44912.0,8302.0,3193.0,7357.0,0.0,15781.0,0.0,0.0,19826.0,53633.0,79545.0,55462.0,79545.0,1.6539
WORLD,1976,2024,1,30432.0,0.0,8302.0,0.0,16784.0,15810.0,19664.0,43219.0,3688.0,3601.0,7001.0,0.0,15927.0,0.0,0.0,19669.0,45465.0,73436.0,53821.0,73436.0,1.494
WORLD,1977,2024,1,43420.0,7782.0,3688.0,0.0,24015.0,19807.0,23298.0,60467.0,10128.0,4416.0,7657.0,1780.0,22509.0,0.0,0.0,29338.0,72151.0,105177.0,72540.0,105177.0,1.6617
WORLD,1978,2024,1,47250.0,8256.0,10128.0,0.0,25153.0,21519.0,25884.0,65130.0,9912.0,5577.0,7951.0,2300.0,24671.0,0.0,28.0,25705.0,77408.0,113241.0,78658.0,113241.0,1.6383
WORLD,1979,2024,1,51384.0,8774.0,10172.0,0.0,26990.0,22292.0,27585.0,71366.0,18664.0,4987.0,8365.0,2500.0,28266.0,0.0,906.0,28087.0,93389.0,131648.0,84718.0,131648.0,1.8175
WORLD,1980,2024,1,49761.0,8660.0,18664.0,0.0,26672.0,21540.0,26525.0,69771.0,16545.0,5384.0,8767.0,2950.0,25342.0,0.0,64.0,26217.0,80928.0,125809.0,83922.0,125809.0,1.6263
WORLD,1981,2024,1,49971.0,10946.0,16545.0,0.0,29706.0,24990.0,28904.0,72169.0,15103.0,5413.0,9734.0,1945.0,29316.0,0.0,820.0,29107.0,86083.0,131735.0,87316.0,131735.0,1.7227
WORLD,1982,2024,1,52060.0,12484.0,15103.0,0.0,26651.0,23620.0,27773.0,76031.0,17348.0,5722.0,9209.0,1550.0,28617.0,0.0,351.0,28366.0,93458.0,136927.0,90962.0,136927.0,1.7952
WORLD,1983,2024,1,50741.0,14728.0,17348.0,0.0,25661.0,19383.0,25062.0,71056.0,13718.0,5429.0,9543.0,3273.0,26203.0,0.0,2928.0,25485.0,83116.0,125949.0,86028.0,125949.0,1.638
WORLD,1984,2024,1,53718.0,16406.0,13718.0,0.0,25579.0,17022.0,25940.0,73804.0,17970.0,5994.0,9195.0,4918.0,25249.0,0.0,2057.0,25419.0,93075.0,132212.0,88993.0,132212.0,1.7327
WORLD,1985,2024,1,51991.0,16510.0,17970.0,0.0,27502.0,21264.0,27517.0,77200.0,23602.0,6218.0,9220.0,2997.0,26061.0,0.0,3260.0,27325.0,97006.0,142301.0,92638.0,142301.0,1.8658
WORLD,1986,2024,1,51570.0,24899.0,23602.0,0.0,29510.0,21610.0,29781.0,85306.0,20052.0,7903.0,8882.0,3450.0,28552.0,6.0,4729.0,29071.0,98022.0,150695.0,102091.0,150695.0,1.9008
WORLD,1987,2024,1,54050.0,28429.0,20052.0,9.0,26779.0,18263.0,27329.0,83548.0,20636.0,8679.0,8849.0,4123.0,30114.0,267.0,13468.0,28143.0,103631.0,151826.0,101076.0,151826.0,1.9173
WORLD,1988,2024,1,55648.0,30628.0,20636.0,61.0,24684.0,14656.0,24750.0,80662.0,19276.0,8161.0,8798.0,4233.0,23473.0,416.0,10911.0,23901.0,95833.0,140370.0,97621.0,140370.0,1.7221
WORLD,1989,2024,1,58355.0,33369.0,19276.0,65.0,26501.0,15198.0,26629.0,87046.0,21550.0,8860.0,8234.0,5989.0,27350.0,384.0,15899.0,26562.0,107202.0,153040.0,104140.0,153040.0,1.8371
WORLD,1990,2024,1,54413.0,30479.0,21561.0,123.0,25657.0,16576.0,26371.0,86792.0,21389.0,8951.0,8871.0,11881.0,25392.0,419.0,14809.0,25546.0,104288.0,151395.0,104614.0,151395.0,1.9166
WORLD,1991,2024,1,54938.0,30411.0,21307.0,69.0,26592.0,11294.0,14593.0,91510.0,19470.0,9136.0,8593.0,12530.0,28098.0,21.0,10936.0,28220.0,107280.0,156807.0,109239.0,156807.0,1.9527
WORLD,1992,2024,1,56591.0,31910.0,19470.0,100.0,28605.0,11942.0,14429.0,96498.0,21554.0,10422.0,8951.0,14095.0,29296.0,35.0,12275.0,30047.0,117204.0,166721.0,115871.0,166721.0,2.0711
WORLD,1993,2024,1,60254.0,36611.0,21554.0,179.0,25488.0,12085.0,15704.0,101729.0,18783.0,9354.0,9702.0,12458.0,27729.0,25.0,10615.0,28178.0,117565.0,167297.0,120785.0,167297.0,1.9512
WORLD,1994,2024,1,62143.0,37428.0,18783.0,186.0,31612.0,10916.0,16120.0,110568.0,24720.0,11625.0,10216.0,14513.0,32052.0,27.0,12984.0,32762.0,137636.0,189181.0,132409.0,189181.0,2.2148
WORLD,1995,2024,1,61056.0,38271.0,24720.0,232.0,30963.0,11348.0,16100.0,112025.0,18538.0,9807.0,9839.0,12672.0,31656.0,21.0,14165.0,32462.0,124683.0,181865.0,131671.0,181865.0,2.0421
WORLD,1996,2024,1,62423.0,39728.0,18538.0,298.0,35821.0,9752.0,16704.0,113972.0,15499.0,10163.0,10103.0,16881.0,36364.0,24.0,16275.0,35631.0,131932.0,186101.0,134238.0,186101.0,2.1135
WORLD,1997,2024,1,68522.0,40077.0,15499.0,191.0,32847.0,10765.0,16098.0,123391.0,26988.0,11610.0,10317.0,15956.0,39320.0,30.0,15315.0,38164.0,157963.0,211626.0,145318.0,211626.0,2.3053
WORLD,1998,2024,1,71292.0,42044.0,26988.0,153.0,38673.0,5234.0,8850.0,134604.0,28709.0,12971.0,11156.0,14678.0,37929.0,30.0,16294.0,38550.0,159831.0,225369.0,158731.0,225369.0,2.2419
WORLD,1999,2024,1,71872.0,42877.0,28709.0,89.0,44122.0,7533.0,45733.0,135199.0,30060.0,12379.0,11183.0,14428.0,45708.0,11.0,19005.0,45522.0,160298.0,234529.0,158761.0,234529.0,2.2303
WORLD,2000,2024,1,75573.0,46425.0,30060.0,93.0,53609.0,20680.0,54985.0,146467.0,34229.0,13426.0,11098.0,16889.0,53704.0,9.0,20274.0,53089.0,175775.0,258924.0,170991.0,258924.0,2.3259
WORLD,2001,2024,1,79616.0,50174.0,34229.0,89.0,54370.0,20126.0,55184.0,157782.0,37082.0,14289.0,11585.0,17098.0,52745.0,4.0,22058.0,54357.0,184897.0,273483.0,183656.0,273483.0,2.3224
WORLD,2002,2024,1,81577.0,54015.0,37082.0,163.0,61519.0,23492.0,63281.0,165220.0,44854.0,13747.0,11817.0,16730.0,61156.0,13.0,23328.0,62885.0,196827.0,296794.0,190784.0,296794.0,2.4128
WORLD,2003,2024,1,88509.0,59584.0,44854.0,368.0,55600.0,21833.0,56715.0,163830.0,40391.0,13193.0,12020.0,14360.0,55936.0,52.0,24398.0,54037.0,186479.0,285370.0,189043.0,285370.0,2.1069
WORLD,2004,2024,1,93352.0,63631.0,40391.0,168.0,63445.0,27669.0,64225.0,175858.0,50057.0,15804.0,12899.0,15882.0,64827.0,29.0,29808.0,63564.0,215490.0,319445.0,204561.0,319445.0,2.3084
WORLD,2005,2024,1,93036.0,64180.0,50057.0,155.0,66130.0,27227.0,64495.0,186351.0,55615.0,16017.0,13314.0,14261.0,63637.0,42.0,25733.0,64100.0,220777.0,334934.0,215682.0,334934.0,2.373
WORLD,2006,2024,1,94975.0,65098.0,55615.0,274.0,72894.0,29621.0,71507.0,195651.0,65109.0,15100.0,13708.0,15164.0,70912.0,40.0,30453.0,69089.0,235776.0,360480.0,224459.0,360480.0,2.4825
