Country,Market Year,Calendar Year,Month,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Industrial Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,Total Distribution,Total Dom. Cons.,Total Supply
WORLD,1964,2024,1,0.0,0.0,0.0,0.0,48.0,4.0,0.0,0.25,0.0,49.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,49.0,49.0,49.0
WORLD,1965,2024,1,0.0,0.0,0.0,0.0,103.0,3.0,0.0,0.3333,0.0,104.0,0.0,0.0,0.0,0.0,0.0,103.0,1.0,104.0,104.0,104.0
WORLD,1966,2024,1,0.0,0.0,0.0,0.0,162.0,96.0,0.0,0.3542,0.0,196.0,0.0,0.0,0.0,0.0,0.0,162.0,34.0,196.0,196.0,196.0
WORLD,1967,2024,1,0.0,0.0,0.0,0.0,218.0,78.0,0.0,0.3462,0.0,245.0,0.0,0.0,0.0,0.0,0.0,218.0,27.0,245.0,245.0,245.0
WORLD,1968,2024,1,0.0,0.0,0.0,0.0,238.0,90.0,0.0,0.3556,0.0,270.0,0.0,0.0,0.0,0.0,0.0,238.0,32.0,270.0,270.0,270.0
WORLD,1969,2024,1,0.0,0.0,0.0,0.0,128.0,45.0,0.0,0.3556,0.0,144.0,0.0,0.0,0.0,0.0,0.0,128.0,16.0,144.0,144.0,144.0
WORLD,1970,2024,1,0.0,0.0,0.0,0.0,111.0,37.0,0.0,0.3514,0.0,124.0,0.0,0.0,0.0,0.0,0.0,111.0,13.0,124.0,124.0,124.0
WORLD,1971,2024,1,0.0,0.0,5.0,0.0,132.0,76.0,0.0,0.3816,0.0,159.0,0.0,0.0,2.0,0.0,0.0,132.0,29.0,161.0,159.0,161.0
WORLD,1972,2024,1,43.0,0.0,714.0,9.0,649.0,8523.0,31.0,0.408,13.0,3414.0,29.0,0.0,706.0,0.0,0.0,673.0,3477.0,4193.0,3456.0,4193.0
WORLD,1973,2024,1,31.0,0.0,766.0,6.0,670.0,10418.0,52.0,0.411,11.0,4112.0,26.0,0.0,769.0,0.0,0.0,657.0,4282.0,4970.0,4149.0,4970.0
WORLD,1974,2024,1,52.0,0.0,634.0,3.0,640.0,8975.0,32.0,0.431,4.0,3889.0,25.0,0.0,627.0,0.0,0.0,657.0,3868.0,4577.0,3918.0,4577.0
WORLD,1975,2024,1,32.0,0.0,605.0,13.0,555.0,8535.0,42.0,0.4019,6.0,3382.0,1.0,0.0,611.0,0.0,0.0,580.0,3430.0,4042.0,3389.0,4042.0
WORLD,1976,2024,1,42.0,0.0,692.0,3.0,573.0,8871.0,62.0,0.4022,7.0,3445.0,2.0,0.0,655.0,0.0,0.0,561.0,3568.0,4171.0,3454.0,4171.0
WORLD,1977,2024,1,62.0,0.0,783.0,41.0,681.0,10605.0,90.0,0.4052,7.0,4218.0,2.0,0.0,705.0,0.0,0.0,663.0,4297.0,5022.0,4227.0,5022.0
WORLD,1978,2024,1,90.0,0.0,669.0,30.0,650.0,11309.0,120.0,0.4008,5.0,4406.0,2.0,0.0,842.0,0.0,23.0,752.0,4533.0,5375.0,4413.0,5375.0
WORLD,1979,2024,1,120.0,0.0,1151.0,149.0,945.0,12425.0,239.0,0.3994,0.0,4688.0,3.0,0.0,1064.0,0.0,63.0,912.0,4962.0,5994.0,4691.0,5994.0
WORLD,1980,2024,1,239.0,0.0,1098.0,193.0,1043.0,11780.0,284.0,0.3935,0.0,4416.0,6.0,0.0,1158.0,0.0,81.0,989.0,4636.0,5864.0,4422.0,5864.0
WORLD,1981,2024,1,284.0,0.0,1216.0,81.0,1080.0,12619.0,210.0,0.3941,0.0,4866.0,15.0,0.0,1219.0,0.0,15.0,1053.0,4973.0,6310.0,4881.0,6310.0
WORLD,1982,2024,1,210.0,0.0,1544.0,232.0,1543.0,14060.0,261.0,0.4001,0.0,5507.0,55.0,0.0,1536.0,0.0,46.0,1524.0,5625.0,7359.0,5562.0,7359.0
WORLD,1983,2024,1,261.0,0.0,1579.0,143.0,1798.0,13625.0,202.0,0.3998,0.0,5668.0,49.0,0.0,1588.0,0.0,71.0,1799.0,5447.0,7507.0,5717.0,7507.0
WORLD,1984,2024,1,202.0,0.0,1903.0,155.0,1885.0,15636.0,414.0,0.394,21.0,5878.0,53.0,0.0,1895.0,0.0,29.0,1898.0,6161.0,8261.0,5952.0,8261.0
WORLD,1985,2024,1,414.0,0.0,2245.0,229.0,2042.0,16587.0,512.0,0.3983,20.0,6352.0,78.0,0.0,2189.0,0.0,153.0,2131.0,6606.0,9151.0,6450.0,9151.0
WORLD,1986,2024,1,512.0,0.0,1958.0,214.0,1997.0,16240.0,587.0,0.4,16.0,6468.0,53.0,1.0,1846.0,68.0,32.0,1962.0,6496.0,8970.0,6537.0,8970.0
WORLD,1987,2024,1,587.0,0.0,2048.0,192.0,2654.0,18236.0,813.0,0.4005,17.0,7642.0,132.0,372.0,2256.0,445.0,274.0,2970.0,7303.0,10860.0,7791.0,10860.0
WORLD,1988,2024,1,813.0,3.0,2406.0,107.0,2824.0,18082.0,885.0,0.404,23.0,7402.0,140.0,503.0,2462.0,457.0,192.0,2793.0,7306.0,10912.0,7565.0,10912.0
WORLD,1989,2024,1,885.0,30.0,2676.0,154.0,2903.0,19257.0,1004.0,0.4044,51.0,7780.0,167.0,485.0,2524.0,627.0,115.0,2854.0,7787.0,11526.0,7998.0,11526.0
WORLD,1990,2024,1,1004.0,50.0,2261.0,117.0,2751.0,20201.0,1184.0,0.3995,61.0,8012.0,184.0,585.0,2550.0,658.0,150.0,2916.0,8071.0,11991.0,8257.0,11991.0
WORLD,1991,2024,1,1184.0,50.0,1678.0,112.0,1725.0,19351.0,957.0,0.4036,33.0,7777.0,207.0,88.0,2098.0,120.0,172.0,2078.0,7810.0,11072.0,8017.0,11072.0
WORLD,1992,2024,1,957.0,0.0,1629.0,197.0,1549.0,18697.0,816.0,0.398,45.0,7313.0,246.0,90.0,1681.0,103.0,273.0,1703.0,7441.0,10101.0,7604.0,10101.0
WORLD,1993,2024,1,816.0,7.0,1662.0,220.0,1812.0,18009.0,694.0,0.3969,30.0,6972.0,289.0,8.0,1782.0,174.0,310.0,1804.0,7147.0,9767.0,7291.0,9767.0
WORLD,1994,2024,1,694.0,10.0,2498.0,123.0,2565.0,20793.0,712.0,0.3998,25.0,7645.0,359.0,88.0,2910.0,135.0,355.0,2644.0,8313.0,11651.0,8029.0,11651.0
WORLD,1995,2024,1,712.0,10.0,2404.0,160.0,2322.0,22735.0,1326.0,0.3996,36.0,8043.0,355.0,27.0,2569.0,131.0,248.0,2533.0,9084.0,12329.0,8434.0,12329.0
WORLD,1996,2024,1,1326.0,10.0,2654.0,152.0,2665.0,21734.0,1024.0,0.3984,35.0,8294.0,415.0,82.0,3263.0,186.0,292.0,3046.0,8659.0,13031.0,8744.0,13031.0
WORLD,1997,2024,1,1024.0,0.0,2444.0,87.0,2445.0,21463.0,849.0,0.3944,40.0,7838.0,343.0,330.0,3054.0,199.0,373.0,2634.0,8466.0,12124.0,8221.0,12124.0
WORLD,1998,2024,1,849.0,0.0,2664.0,38.0,1310.0,23160.0,1253.0,0.4001,62.0,8224.0,344.0,341.0,3134.0,166.0,446.0,2902.0,9266.0,13017.0,8630.0,13017.0
WORLD,1999,2024,1,1213.0,0.0,2462.0,35.0,848.0,23257.0,1292.0,0.3978,72.0,8167.0,378.0,178.0,2896.0,73.0,351.0,2341.0,9251.0,12805.0,8617.0,12805.0
WORLD,2000,2024,1,1292.0,0.0,2280.0,107.0,1455.0,19900.0,983.0,0.4021,63.0,7497.0,422.0,214.0,2236.0,69.0,282.0,1907.0,8002.0,11201.0,7982.0,11201.0
WORLD,2001,2024,1,983.0,20.0,1984.0,113.0,1573.0,18275.0,749.0,0.4023,26.0,7125.0,333.0,723.0,1930.0,56.0,228.0,1828.0,7352.0,10163.0,7484.0,10163.0
WORLD,2002,2024,1,749.0,60.0,2445.0,81.0,2022.0,19809.0,818.0,0.4049,39.0,7161.0,373.0,432.0,2315.0,58.0,116.0,1937.0,8020.0,10706.0,7573.0,10706.0
WORLD,2003,2024,1,818.0,47.0,2520.0,117.0,1880.0,22491.0,835.0,0.4054,52.0,7911.0,440.0,731.0,2679.0,109.0,163.0,1982.0,9117.0,11917.0,8403.0,11917.0
