Country,Market Year,Calendar Year,Month,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Industrial Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,SME,Total Distribution,Total Dom. Cons.,Total Supply
Cameroon,1961,2006,6,0.0,0.0,2.0,0.0,0.0,22.0,0.0,5000.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,3.2013,11.0,9.0,11.0
Cameroon,1962,2006,6,0.0,0.0,2.0,0.0,0.0,20.0,0.0,5000.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,2.8456,10.0,8.0,10.0
Cameroon,1963,2006,6,0.0,0.0,2.0,0.0,0.0,22.0,0.0,5000.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,3.2013,11.0,9.0,11.0
Cameroon,1964,2006,6,0.0,0.0,1.0,0.0,0.0,27.0,0.0,5185.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,4.6241,14.0,13.0,14.0
Cameroon,1965,2006,6,0.0,0.0,3.0,0.0,0.0,19.0,0.0,5263.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,2.4899,10.0,7.0,10.0
Cameroon,1966,2006,6,0.0,0.0,2.0,0.0,0.0,30.0,0.0,5333.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,4.9798,16.0,14.0,16.0
Cameroon,1967,2006,6,0.0,0.0,2.0,0.0,0.0,24.0,0.0,5417.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,3.9127,13.0,11.0,13.0
Cameroon,1968,2006,6,0.0,0.0,2.0,0.0,0.0,26.0,0.0,5385.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,4.2684,14.0,12.0,14.0
Cameroon,1969,2006,6,0.0,0.0,2.0,0.0,0.0,33.0,0.0,5152.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,5.3355,17.0,15.0,17.0
Cameroon,1970,2006,6,0.0,0.0,2.0,0.0,0.0,39.0,0.0,5128.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,6.4026,20.0,18.0,20.0
Cameroon,1971,2006,6,0.0,0.0,5.0,0.0,0.0,47.0,0.0,5319.0,20.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,25.0,7.114,25.0,20.0,25.0
