Country,Market Year,Calendar Year,Month,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Industrial Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,Total Distribution,Total Dom. Cons.,Total Supply
WORLD,1972,2024,1,17.0,0.0,400.0,22.0,401.0,7957.0,33.0,0.2965,12.0,2298.0,0.0,0.0,434.0,0.0,0.0,401.0,2359.0,2777.0,2310.0,2777.0
WORLD,1973,2024,1,33.0,0.0,335.0,4.0,315.0,8471.0,26.0,0.2947,6.0,2487.0,0.0,0.0,325.0,0.0,0.0,315.0,2496.0,2844.0,2493.0,2844.0
WORLD,1974,2024,1,26.0,0.0,349.0,0.0,309.0,9252.0,37.0,0.2939,14.0,2651.0,0.0,0.0,352.0,0.0,0.0,309.0,2719.0,3054.0,2665.0,3054.0
WORLD,1975,2024,1,37.0,0.0,550.0,18.0,377.0,10441.0,80.0,0.3006,6.0,2905.0,0.0,0.0,566.0,0.0,0.0,377.0,3139.0,3553.0,2907.0,3553.0
WORLD,1976,2024,1,80.0,0.0,515.0,25.0,390.0,9336.0,145.0,0.2968,3.0,2604.0,0.0,0.0,498.0,0.0,0.0,399.0,2771.0,3250.0,2607.0,3250.0
WORLD,1977,2024,1,145.0,0.0,435.0,20.0,362.0,8787.0,48.0,0.2909,1.0,2585.0,0.0,0.0,426.0,0.0,0.0,359.0,2556.0,3060.0,2586.0,3060.0
WORLD,1978,2024,1,48.0,0.0,453.0,0.0,438.0,9927.0,129.0,0.2904,4.0,2776.0,0.0,0.0,460.0,0.0,0.0,438.0,2883.0,3369.0,2780.0,3369.0
WORLD,1979,2024,1,129.0,0.0,435.0,8.0,479.0,9050.0,106.0,0.2923,3.0,2730.0,0.0,0.0,414.0,0.0,0.0,479.0,2645.0,3253.0,2733.0,3253.0
WORLD,1980,2024,1,106.0,0.0,272.0,17.0,319.0,8045.0,95.0,0.2901,1.0,2398.0,0.0,0.0,265.0,0.0,0.0,319.0,2334.0,2759.0,2399.0,2759.0
WORLD,1981,2024,1,95.0,0.0,433.0,7.0,382.0,10448.0,93.0,0.2885,1.0,2865.0,80.0,0.0,451.0,0.0,0.0,381.0,3014.0,3490.0,2946.0,3490.0
WORLD,1982,2024,1,91.0,0.0,469.0,3.0,433.0,8796.0,60.0,0.2884,1.0,2464.0,64.0,0.0,478.0,0.0,0.0,439.0,2537.0,3067.0,2529.0,3067.0
WORLD,1983,2024,1,60.0,0.0,315.0,2.0,287.0,9615.0,51.0,0.2883,1.0,2740.0,80.0,0.0,287.0,0.0,0.0,327.0,2772.0,3159.0,2821.0,3159.0
WORLD,1984,2024,1,51.0,0.0,265.0,18.0,299.0,10073.0,37.0,0.2856,1.0,2856.0,76.0,0.0,257.0,0.0,0.0,299.0,2877.0,3227.0,2933.0,3227.0
WORLD,1985,2024,1,37.0,0.0,324.0,27.0,292.0,9878.0,72.0,0.2815,1.0,2716.0,20.0,0.0,294.0,0.0,0.0,285.0,2781.0,3103.0,2737.0,3103.0
WORLD,1986,2024,1,72.0,0.0,299.0,8.0,325.0,10213.0,65.0,0.2844,1.0,2870.0,13.0,0.0,344.0,10.0,0.0,316.0,2905.0,3293.0,2884.0,3293.0
WORLD,1987,2024,1,65.0,0.0,302.0,4.0,337.0,10309.0,44.0,0.2828,1.0,2983.0,18.0,88.0,281.0,60.0,0.0,347.0,2915.0,3327.0,3002.0,3327.0
WORLD,1988,2024,1,44.0,0.0,205.0,6.0,300.0,12277.0,56.0,0.2844,1.0,3593.0,21.0,144.0,193.0,69.0,1.0,328.0,3492.0,3864.0,3615.0,3864.0
WORLD,1989,2024,1,56.0,0.0,218.0,0.0,305.0,11545.0,60.0,0.2869,2.0,3318.0,21.0,195.0,261.0,51.0,0.0,294.0,3312.0,3662.0,3341.0,3662.0
WORLD,1990,2024,1,60.0,0.0,272.0,15.0,308.0,11574.0,64.0,0.2844,1.0,3288.0,17.0,170.0,284.0,64.0,15.0,302.0,3292.0,3654.0,3306.0,3654.0
WORLD,1991,2024,1,43.0,0.0,268.0,8.0,32.0,11544.0,78.0,0.2853,1.0,3167.0,16.0,102.0,297.0,0.0,8.0,222.0,3294.0,3559.0,3184.0,3559.0
WORLD,1992,2024,1,78.0,0.0,167.0,10.0,53.0,12285.0,65.0,0.2857,1.0,3560.0,14.0,94.0,178.0,1.0,11.0,230.0,3510.0,3818.0,3575.0,3818.0
WORLD,1993,2024,1,65.0,0.0,162.0,11.0,61.0,12698.0,47.0,0.2846,1.0,3580.0,14.0,85.0,265.0,2.0,16.0,228.0,3614.0,3907.0,3595.0,3907.0
WORLD,1994,2024,1,47.0,0.0,219.0,13.0,75.0,14470.0,67.0,0.286,2.0,4130.0,7.0,84.0,229.0,1.0,15.0,249.0,4139.0,4435.0,4139.0,4435.0
WORLD,1995,2024,1,67.0,0.0,211.0,13.0,66.0,13939.0,103.0,0.2917,2.0,4007.0,7.0,79.0,229.0,2.0,15.0,215.0,4066.0,4348.0,4016.0,4348.0
WORLD,1996,2024,1,103.0,0.0,133.0,13.0,61.0,15021.0,99.0,0.2947,2.0,4453.0,5.0,49.0,192.0,1.0,10.0,222.0,4426.0,4751.0,4460.0,4751.0
WORLD,1997,2024,1,99.0,0.0,122.0,8.0,64.0,13733.0,72.0,0.3041,1.0,4212.0,5.0,58.0,208.0,4.0,8.0,223.0,4176.0,4498.0,4218.0,4498.0
WORLD,1998,2024,1,72.0,0.0,137.0,0.0,72.0,14730.0,60.0,0.3014,1.0,4405.0,5.0,59.0,257.0,7.0,17.0,216.0,4440.0,4728.0,4411.0,4728.0
