Country,Market Year,Calendar Year,Month,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Industrial Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,SME,Total Distribution,Total Dom. Cons.,Total Supply
WORLD,1972,2024,1,33.0,0.0,1382.0,57.0,1030.0,8081.0,16.0,0.3931,2729.0,13.0,41.0,0.0,1431.0,0.0,0.0,1030.0,3177.0,3067.396,4240.0,2793.0,4240.0
WORLD,1973,2024,1,16.0,0.0,1123.0,16.0,635.0,8682.0,38.0,0.3983,2907.0,12.0,41.0,0.0,1103.0,0.0,0.0,635.0,3458.0,3267.468,4109.0,2968.0,4109.0
WORLD,1974,2024,1,38.0,0.0,975.0,10.0,700.0,9484.0,31.0,0.4029,3506.0,0.0,46.0,0.0,980.0,0.0,0.0,709.0,3821.0,3940.744,4568.0,3557.0,4568.0
WORLD,1975,2024,1,31.0,0.0,1886.0,18.0,1128.0,10570.0,44.0,0.3945,3434.0,0.0,45.0,0.0,1806.0,0.0,0.0,1129.0,4170.0,3859.816,5330.0,3480.0,5330.0
WORLD,1976,2024,1,44.0,0.0,1461.0,9.0,1088.0,9492.0,16.0,0.4007,3198.0,0.0,37.0,0.0,1682.0,0.0,0.0,1086.0,3803.0,3594.552,4933.0,3235.0,4933.0
WORLD,1977,2024,1,16.0,0.0,921.0,24.0,708.0,8922.0,16.0,0.3983,3408.0,0.0,39.0,0.0,827.0,0.0,0.0,720.0,3554.0,3830.592,4290.0,3447.0,4290.0
WORLD,1978,2024,1,16.0,0.0,1305.0,17.0,1089.0,10083.0,36.0,0.4095,3862.0,0.0,46.0,0.0,1288.0,0.0,0.0,1085.0,4129.0,4340.888,5230.0,3906.0,5230.0
WORLD,1979,2024,1,36.0,0.0,984.0,18.0,931.0,9173.0,21.0,0.4086,3656.0,0.0,55.0,0.0,991.0,0.0,0.0,937.0,3748.0,4109.344,4721.0,3709.0,4721.0
WORLD,1980,2024,1,21.0,0.0,586.0,67.0,547.0,8119.0,25.0,0.4084,3135.0,0.0,66.0,0.0,631.0,0.0,0.0,520.0,3316.0,3523.74,3857.0,3201.0,3857.0
WORLD,1981,2024,1,25.0,0.0,619.0,16.0,518.0,10556.0,32.0,0.4065,4116.0,5.0,72.0,0.0,625.0,0.0,0.0,534.0,4291.0,4626.384,4850.0,4193.0,4850.0
WORLD,1982,2024,1,32.0,0.0,678.0,17.0,548.0,8886.0,17.0,0.4101,3463.0,15.0,75.0,0.0,650.0,0.0,0.0,544.0,3644.0,3892.412,4220.0,3553.0,4220.0
WORLD,1983,2024,1,17.0,0.0,579.0,15.0,402.0,9679.0,22.0,0.4101,3703.0,17.0,76.0,0.0,559.0,0.0,0.0,391.0,3969.0,4162.172,4377.0,3796.0,4377.0
WORLD,1984,2024,1,22.0,0.0,417.0,21.0,284.0,10166.0,44.0,0.4093,3869.0,21.0,95.0,0.0,449.0,0.0,0.0,295.0,4161.0,4348.756,4478.0,3985.0,4478.0
WORLD,1985,2024,1,44.0,0.0,530.0,21.0,374.0,9949.0,22.0,0.4046,3764.0,6.0,130.0,0.0,513.0,0.0,0.0,366.0,4025.0,4230.736,4435.0,3900.0,4435.0
WORLD,1986,2024,1,22.0,0.0,655.0,24.0,501.0,10249.0,53.0,0.409,3768.0,10.0,136.0,1.0,677.0,0.0,4.0,430.0,4192.0,4235.232,4644.0,3914.0,4644.0
WORLD,1987,2024,1,53.0,0.0,825.0,17.0,628.0,10423.0,47.0,0.4116,4060.0,8.0,165.0,57.0,675.0,13.0,21.0,612.0,4290.0,4563.44,4955.0,4233.0,4955.0
WORLD,1988,2024,1,47.0,0.0,808.0,11.0,738.0,12321.0,32.0,0.4116,4867.0,9.0,122.0,194.0,831.0,14.0,9.0,743.0,5071.0,5470.508,5861.0,4998.0,5861.0
WORLD,1989,2024,1,32.0,0.0,931.0,6.0,731.0,11540.0,32.0,0.4107,4518.0,8.0,122.0,240.0,846.0,9.0,6.0,754.0,4740.0,5078.232,5526.0,4648.0,5526.0
WORLD,1990,2024,1,32.0,0.0,677.0,39.0,711.0,11546.0,46.0,0.4106,4609.0,8.0,126.0,176.0,721.0,11.0,32.0,737.0,4741.0,5180.516,5510.0,4743.0,5510.0
WORLD,1991,2024,1,39.0,0.0,773.0,2.0,378.0,11532.0,48.0,0.4097,4550.0,8.0,112.0,40.0,703.0,1.0,2.0,657.0,4725.0,5114.2,5421.0,4670.0,5421.0
WORLD,1992,2024,1,48.0,0.0,587.0,2.0,416.0,12292.0,54.0,0.4101,4919.0,10.0,112.0,82.0,624.0,0.0,2.0,630.0,5041.0,5528.956,5719.0,5041.0,5719.0
WORLD,1993,2024,1,86.0,0.0,736.0,3.0,501.0,12710.0,76.0,0.4101,4993.0,5.0,120.0,95.0,834.0,0.0,3.0,729.0,5213.0,5612.132,6028.0,5118.0,6028.0
WORLD,1994,2024,1,76.0,0.0,627.0,2.0,402.0,14474.0,48.0,0.4083,5743.0,10.0,146.0,84.0,611.0,0.0,2.0,572.0,5910.0,6455.132,6558.0,5899.0,6558.0
WORLD,1995,2024,1,48.0,0.0,522.0,2.0,408.0,13911.0,63.0,0.4062,5582.0,5.0,0.0,85.0,547.0,0.0,2.0,499.0,5650.0,6274.168,6197.0,5587.0,6197.0
WORLD,1996,2024,1,63.0,0.0,429.0,0.0,244.0,15014.0,58.0,0.4056,6051.0,5.0,0.0,40.0,489.0,0.0,0.0,450.0,6090.0,6801.324,6603.0,6056.0,6603.0
WORLD,1997,2024,1,58.0,0.0,439.0,1.0,229.0,13676.0,54.0,0.3989,5382.0,5.0,0.0,43.0,450.0,0.0,1.0,377.0,5456.0,6049.368,5891.0,5387.0,5891.0
WORLD,1998,2024,1,54.0,0.0,184.0,1.0,112.0,14690.0,14.0,0.3977,5833.0,5.0,0.0,65.0,332.0,0.0,1.0,288.0,5842.0,6556.292,6184.0,5838.0,6184.0
